yearmoth  min	  5th	   med	    95th     max
196804  275.92   278.22   281.52   284.63   287.60 
196805  284.02   286.06   289.14   292.57   292.63 
196806  290.31   292.05   295.79   298.53   299.71 
196807  296.61   297.56   300.53   302.22   302.51 
196808  296.60   296.71   300.36   302.37   302.44 
196809  290.74   291.53   294.06   296.53   297.02 
196810  283.17   283.38   286.12   289.26   289.30 
196811  273.02   274.25   277.48   280.32   280.99 
196812  266.20   266.54   270.34   274.42   274.87 
196901  264.05   266.36   270.13   273.22   275.27 
196902  267.43   268.11   272.28   276.14   276.48 
196903  272.64   273.05   275.61   279.51   279.92 
196904  276.63   276.70   280.13   284.10   285.29 
196905  284.81   285.55   288.15   291.25   291.57 
196906  291.33   291.71   295.22   296.67   296.68 
196907  296.59   296.70   299.41   302.30   302.54 
196908  296.97   297.05   299.37   301.92   301.95 
196909  291.03   291.89   294.21   296.91   296.96 
196910  283.61   283.82   285.96   289.87   290.16 
196911  273.50   274.07   276.88   280.85   281.04 
196912  265.08   265.91   270.49   273.20   275.06 
197001  265.20   265.77   270.03   273.48   273.60 
197002  268.74   269.42   272.46   275.76   275.91 
197003  272.31   272.45   275.10   278.76   279.44 
197004  276.91   277.30   281.00   286.22   286.87 
197005  285.13   285.31   288.61   291.92   292.19 
197006  290.40   290.79   295.20   298.60   298.86 
197007  296.75   297.37   299.72   301.97   302.62 
197008  296.96   297.31   300.26   301.56   302.52 
197009  291.70   291.74   293.72   297.08   297.41 
197010  283.32   283.58   285.86   289.07   290.01 
197011  273.46   273.98   277.22   280.34   280.48 
197012  267.09   267.41   270.66   275.99   276.05 
197101  266.16   266.38   270.06   273.41   273.69 
197102  268.10   268.89   273.09   277.10   277.28 
197103  271.92   273.43   275.89   279.86   280.46 
197104  276.48   277.91   280.78   285.09   285.38 
197105  285.66   286.15   288.26   291.80   292.12 
197106  293.20   293.37   295.64   298.46   298.88 
197107  297.35   297.67   300.03   302.35   302.73 
197108  295.75   297.59   299.78   301.71   301.93 
197109  291.28   292.10   294.21   296.48   297.52 
197110  282.94   283.13   285.92   288.41   288.51 
197111  273.35   274.12   277.04   280.36   280.42 
197112  265.07   266.16   270.59   275.23   276.00 
197201  264.54   266.88   269.23   273.56   273.99 
197202  265.89   269.37   272.93   276.73   277.90 
197203  271.65   273.45   276.07   278.67   279.21 
197204  275.90   276.48   281.16   284.65   285.21 
197205  283.61   284.26   288.87   292.16   292.36 
197206  292.17   292.25   295.01   297.60   297.91 
197207  297.52   297.95   300.23   301.98   302.02 
197208  297.71   298.13   299.92   301.80   301.85 
197209  292.29   292.57   294.58   297.27   297.29 
197210  283.47   283.86   286.39   289.08   291.03 
197211  274.07   274.68   277.16   279.63   281.16 
197212  265.46   266.33   271.31   275.27   275.41 
197301  267.07   267.17   270.86   273.62   273.81 
197302  269.44   269.99   273.51   277.11   278.22 
197303  272.15   272.63   276.26   279.38   279.51 
197304  278.58   278.59   280.78   283.70   283.81 
197305  285.85   285.97   288.85   291.82   292.99 
197306  293.80   294.04   296.19   298.21   298.23 
197307  297.64   297.76   300.33   302.61   303.01 
197308  297.23   297.44   300.30   302.19   302.87 
197309  291.38   291.70   294.88   296.74   296.79 
197310  283.66   284.16   286.54   288.94   289.16 
197311  274.66   274.84   277.69   281.00   281.18 
197312  266.31   267.43   271.46   275.33   276.85 
197401  264.82   266.48   270.31   274.00   274.68 
197402  267.73   270.48   274.14   276.34   276.50 
197403  272.55   273.75   276.81   278.89   279.53 
197404  277.33   277.90   281.12   284.81   285.22 
197405  286.44   286.46   289.01   291.48   292.78 
197406  293.24   293.26   295.46   298.35   298.52 
197407  296.52   297.82   300.68   302.59   302.73 
197408  297.36   297.98   300.15   301.90   301.91 
197409  291.12   291.46   294.49   296.55   297.53 
197410  283.17   283.66   286.11   289.14   289.81 
197411  274.63   275.22   278.11   280.25   281.39 
197412  266.46   267.07   270.56   273.53   273.74 
197501  264.73   266.38   270.08   274.23   274.60 
197502  269.47   269.52   273.36   277.72   277.82 
197503  272.74   274.04   276.30   280.09   280.83 
197504  278.86   278.97   281.85   284.74   287.39 
197505  285.01   285.47   289.15   293.80   294.39 
197506  291.86   292.84   295.83   298.44   299.53 
197507  296.33   298.17   300.18   302.25   302.51 
197508  297.13   297.15   300.09   301.74   302.10 
197509  290.91   290.92   294.15   296.62   297.47 
197510  281.89   282.88   285.89   288.61   288.83 
197511  273.83   274.52   277.57   280.89   281.90 
197512  266.22   267.13   271.58   274.84   276.97 
197601  264.48   266.11   270.02   272.94   273.05 
197602  268.53   269.75   273.54   276.34   276.83 
197603  271.81   273.78   276.61   279.49   279.68 
197604  277.93   277.98   281.24   285.60   285.98 
197605  285.61   285.77   288.58   291.91   293.31 
197606  291.84   291.93   295.08   299.78   300.66 
197607  298.44   298.45   300.29   302.51   303.62 
197608  296.90   297.17   300.22   301.89   302.02 
197609  291.57   291.91   294.80   296.41   297.20 
197610  281.56   282.89   286.55   289.71   291.43 
197611  274.59   275.53   277.48   280.54   280.74 
197612  267.69   268.13   271.09   274.64   275.73 
197701  265.12   266.11   270.48   273.61   273.76 
197702  268.24   268.39   272.76   276.80   277.84 
197703  271.43   272.07   276.23   280.64   280.80 
197704  277.33   277.68   281.47   284.86   285.85 
197705  284.39   285.50   289.22   292.06   292.08 
197706  290.09   290.12   295.27   297.91   298.88 
197707  296.54   296.69   300.01   302.44   303.42 
197708  297.62   297.65   300.03   301.92   302.38 
197709  291.14   292.13   294.81   296.69   296.99 
197710  283.84   284.28   286.00   289.23   290.86 
197711  274.42   274.78   277.62   279.98   282.74 
197712  267.30   267.40   272.22   274.66   275.01 
197801  265.05   266.11   270.52   275.12   275.35 
197802  266.80   269.42   273.91   276.92   278.86 
197803  273.08   274.43   276.93   279.83   280.49 
197804  279.09   279.39   281.48   286.24   286.52 
197805  286.45   286.57   289.32   292.87   293.01 
197806  292.27   293.16   296.13   299.10   299.40 
197807  296.98   297.17   300.68   302.78   303.01 
197808  296.91   297.30   300.33   302.50   302.84 
197809  291.95   291.96   294.85   297.01   297.06 
197810  282.93   283.95   286.15   289.17   290.91 
197811  273.47   274.96   277.66   280.83   280.86 
197812  268.72   268.79   271.48   275.17   275.79 
197901  265.55   267.61   270.96   275.30   276.33 
197902  268.02   270.25   273.47   277.56   279.52 
197903  271.93   272.39   276.56   280.81   281.18 
197904  277.60   278.16   282.06   286.15   287.09 
197905  283.77   286.01   289.16   292.49   293.05 
197906  292.50   292.78   296.23   298.16   298.88 
197907  295.96   296.83   300.62   303.10   303.34 
197908  296.30   296.88   300.50   301.82   301.97 
197909  291.22   292.13   294.39   297.38   298.10 
197910  283.27   284.00   286.43   288.56   289.25 
197911  274.19   274.62   277.21   280.21   281.57 
197912  267.02   267.22   271.42   274.27   276.54 
198001  266.52   267.23   270.81   276.06   276.65 
198002  267.76   269.79   273.69   277.92   278.06 
198003  272.76   273.50   276.85   280.04   280.39 
198004  277.23   278.54   281.90   284.25   284.31 
198005  285.04   285.52   288.64   291.89   291.98 
198006  292.34   292.43   295.47   298.86   298.91 
198007  295.98   298.28   300.34   302.29   302.42 
198008  296.97   297.50   300.02   302.70   302.72 
198009  292.62   293.35   294.74   296.57   297.47 
198010  284.25   284.50   286.56   289.54   289.69 
198011  273.60   274.26   277.58   279.79   280.00 
198012  267.31   267.56   271.29   274.10   274.12 
198101  266.66   267.43   270.69   274.69   274.93 
198102  269.23   270.04   273.97   276.20   276.65 
198103  272.67   274.42   277.25   280.55   281.67 
198104  277.10   278.95   281.97   286.46   287.00 
198105  285.96   285.97   289.41   291.94   293.59 
198106  292.59   293.76   296.13   298.82   299.72 
198107  297.24   298.11   300.78   302.80   303.06 
198108  296.72   296.84   300.41   302.42   302.88 
198109  291.58   292.11   294.59   296.35   296.43 
198110  283.59   284.23   286.68   288.95   289.16 
198111  274.49   274.50   277.87   280.94   281.95 
198112  265.57   267.33   271.21   273.99   274.80 
198201  266.16   266.50   270.19   274.65   275.29 
198202  267.01   269.06   273.14   275.73   276.74 
198203  272.81   274.40   276.79   279.05   279.23 
198204  278.03   278.98   281.39   286.11   286.32 
198205  285.23   285.38   289.38   292.08   292.50 
198206  293.33   293.45   295.87   298.52   298.91 
198207  296.10   296.24   299.95   301.98   302.09 
198208  296.04   296.42   299.50   301.68   303.23 
198209  290.58   291.72   294.42   296.86   296.94 
198210  281.80   282.54   286.07   289.26   289.48 
198211  273.35   274.17   276.40   280.05   280.78 
198212  267.06   267.65   270.55   274.82   275.26 
198301  264.84   266.09   269.93   273.87   274.46 
198302  267.71   268.93   273.76   277.02   277.58 
198303  271.91   272.18   275.91   280.77   281.41 
198304  277.26   278.22   280.70   284.48   284.52 
198305  282.54   284.31   287.82   291.05   291.34 
198306  291.10   292.27   295.37   298.32   298.51 
198307  296.72   297.38   299.85   301.85   302.27 
198308  296.11   297.35   299.74   301.46   301.94 
198309  291.26   291.54   294.14   296.45   296.77 
198310  282.63   283.15   286.31   289.09   289.41 
198311  273.37   273.93   276.70   279.89   279.91 
198312  265.47   266.85   270.56   274.62   275.50 
198401  266.02   266.54   269.92   273.89   274.45 
198402  267.65   268.74   272.77   276.28   276.45 
198403  270.33   272.35   276.27   279.91   280.05 
198404  278.22   278.32   281.12   283.71   284.49 
198405  284.77   285.59   288.90   290.88   292.31 
198406  292.64   293.11   295.89   298.05   298.71 
198407  295.54   297.49   300.42   302.64   302.70 
198408  296.07   297.76   300.07   302.13   302.28 
198409  291.83   292.34   294.72   296.87   297.60 
198410  282.29   282.29   286.21   288.75   290.11 
198411  271.91   274.37   277.42   280.04   281.52 
198412  266.87   267.24   271.30   274.73   275.14 
198501  263.80   265.24   270.27   273.33   273.90 
198502  268.63   268.73   273.42   277.43   277.54 
198503  273.90   274.23   276.34   280.48   281.37 
198504  277.40   278.58   281.80   285.95   286.01 
198505  285.74   286.24   288.97   292.17   292.62 
198506  290.73   293.13   295.84   299.08   299.35 
198507  296.94   297.35   300.58   302.16   302.38 
198508  297.09   298.06   300.71   302.52   302.71 
198509  291.46   291.62   295.30   297.16   297.32 
198510  283.07   284.11   286.77   289.76   289.99 
198511  274.30   274.92   277.40   280.63   282.64 
198512  266.49   267.50   271.52   275.64   276.99 
198601  266.56   267.18   270.48   276.04   276.81 
198602  268.86   268.90   273.73   276.17   276.97 
198603  274.02   274.67   276.96   280.74   283.28 
198604  278.42   279.09   282.39   286.84   288.43 
198605  286.12   286.53   290.15   292.02   293.26 
198606  292.81   293.21   296.29   300.71   301.06 
198607  297.66   298.08   300.82   303.12   303.31 
198608  297.61   297.77   300.57   302.15   302.18 
198609  291.93   292.41   294.99   296.62   297.09 
198610  283.49   283.71   286.38   290.08   291.06 
198611  274.30   274.32   277.50   281.04   281.21 
198612  267.28   268.30   272.19   275.15   276.50 
198701  266.84   267.44   270.27   274.23   276.19 
198702  266.92   269.53   273.07   277.64   278.79 
198703  271.30   271.85   276.39   281.29   281.48 
198704  279.13   279.62   281.86   285.95   288.02 
198705  286.44   287.08   289.63   293.04   293.33 
198706  291.66   292.98   296.59   299.32   299.89 
198707  297.00   297.81   300.90   303.41   303.48 
198708  297.38   297.45   300.39   302.35   302.55 
198709  292.38   292.82   294.61   297.31   298.62 
198710  282.90   284.25   286.47   288.62   289.08 
198711  274.63   275.20   277.31   279.27   281.14 
198712  267.26   267.27   271.34   276.61   278.02 
198801  266.06   266.08   270.61   273.88   274.61 
198802  269.39   270.30   274.10   277.08   279.42 
198803  272.45   273.67   275.58   279.79   280.02 
198804  278.49   278.50   281.24   284.38   284.61 
198805  285.69   285.95   288.72   291.80   292.35 
198806  292.34   292.59   295.93   298.39   299.14 
198807  297.72   298.29   300.60   302.50   302.68 
198808  297.09   297.28   300.91   302.12   302.19 
198809  292.53   292.63   295.18   297.96   298.35 
198810  282.33   283.64   286.07   288.76   290.64 
198811  273.72   274.20   277.47   280.52   280.60 
198812  267.93   268.71   271.88   274.34   275.64 
198901  262.42   265.14   270.57   275.23   275.33 
198902  269.30   270.03   273.77   277.39   277.63 
198903  273.40   273.90   277.35   280.60   281.19 
198904  278.27   279.19   282.17   285.55   286.76 
198905  285.67   287.01   289.36   291.22   291.56 
198906  293.11   294.54   296.76   299.63   300.25 
198907  297.53   297.74   301.51   303.38   303.39 
198908  298.31   298.79   301.09   303.05   303.19 
198909  293.43   293.48   295.31   297.32   298.05 
198910  284.04   284.42   286.96   289.53   290.03 
198911  273.31   275.13   277.26   281.46   281.90 
198912  266.56   268.17   271.90   274.63   274.84 
199001  266.75   267.85   271.54   274.15   275.33 
199002  270.06   270.66   273.51   278.14   278.56 
199003  274.19   274.37   277.07   279.59   280.03 
199004  278.67   279.49   282.99   285.49   285.83 
199005  287.79   287.83   290.19   292.96   292.99 
199006  293.50   293.69   296.12   298.83   299.22 
199007  297.45   297.54   300.74   303.01   304.04 
199008  296.15   297.08   300.51   302.92   302.95 
199009  292.53   293.21   294.99   297.38   298.06 
199010  283.63   284.83   286.43   289.71   289.76 
199011  273.82   274.82   277.63   281.16   282.19 
199012  265.21   266.27   271.83   275.11   275.37 
199101  265.57   265.94   271.71   275.53   276.92 
199102  269.47   271.20   273.82   278.15   279.30 
199103  271.11   274.25   277.20   280.41   282.58 
199104  276.59   278.74   282.05   284.86   287.48 
199105  285.11   286.58   289.40   292.84   293.26 
199106  293.81   293.98   296.68   299.22   299.55 
199107  297.77   297.88   300.95   302.72   302.88 
199108  296.77   297.02   300.54   302.64   302.67 
199109  291.91   292.16   294.86   296.64   297.19 
199110  283.18   283.47   286.37   288.34   288.50 
199111  273.13   273.94   277.32   279.68   281.16 
199112  264.54   267.24   271.09   274.70   275.71 
199201  266.36   267.57   270.25   273.98   275.05 
199202  266.63   268.21   273.92   278.01   278.88 
199203  273.22   274.20   276.11   279.50   279.81 
199204  277.04   277.78   280.92   284.32   285.28 
199205  286.01   286.06   288.26   291.35   291.64 
199206  291.91   292.17   295.15   297.83   298.56 
199207  293.73   295.92   299.78   302.48   303.01 
199208  296.61   297.33   300.03   301.88   302.01 
199209  291.42   292.31   293.72   295.99   296.23 
199210  281.47   282.82   285.55   288.80   289.03 
199211  272.14   274.01   277.05   279.42   279.54 
199212  265.46   267.51   271.09   274.59   274.86 
199301  265.64   266.42   269.61   273.37   273.87 
199302  268.15   268.37   272.51   276.11   276.26 
199303  272.26   272.88   276.06   278.90   279.47 
199304  276.00   276.65   280.16   283.99   283.99 
199305  284.93   284.94   288.31   290.63   290.66 
199306  291.41   293.03   295.30   297.65   297.70 
199307  295.92   296.17   300.13   302.57   302.58 
199308  295.88   296.96   300.27   302.19   302.33 
199309  291.83   293.00   294.71   296.37   296.49 
199310  281.53   283.46   286.25   289.04   290.07 
199311  274.89   275.43   277.50   280.72   281.06 
199312  266.20   267.44   271.88   275.98   277.33 
199401  265.67   266.21   270.88   275.10   278.16 
199402  267.35   270.11   273.52   277.13   278.23 
199403  271.24   273.10   277.26   279.81   280.06 
199404  277.11   277.99   282.49   285.20   287.25 
199405  286.93   287.20   289.99   292.00   293.10 
199406  292.96   292.99   296.33   298.44   300.14 
199407  298.47   298.50   300.81   303.04   303.47 
199408  296.36   296.56   300.72   302.43   302.68 
199409  292.45   292.68   294.91   296.84   297.59 
199410  283.66   284.27   286.48   290.21   290.31 
199411  274.99   275.24   277.65   280.08   281.49 
199412  267.34   268.49   271.39   274.90   275.28 
199501  265.16   266.53   270.49   274.89   276.44 
199502  268.35   269.84   273.89   277.97   278.68 
199503  272.90   274.89   276.84   279.36   280.62 
199504  278.98   279.13   282.46   285.89   287.23 
199505  285.50   285.71   289.17   292.70   292.85 
199506  292.36   293.16   296.22   298.70   298.90 
199507  297.35   297.38   300.71   302.29   302.40 
199508  297.36   297.68   300.73   302.36   302.69 
199509  292.24   292.53   295.01   297.89   298.17 
199510  283.87   284.40   286.32   288.81   289.87 
199511  273.33   274.20   277.91   280.39   280.49 
199512  267.44   268.32   272.20   274.95   275.58 
199601  265.06   265.80   271.11   274.48   277.10 
199602  268.87   269.81   273.31   278.92   279.38 
199603  272.71   273.10   277.01   280.01   281.55 
199604  278.84   278.97   282.53   286.34   287.22 
199605  286.26   286.42   289.61   293.04   293.10 
199606  292.48   292.68   296.92   299.77   299.96 
199607  296.94   298.08   301.19   303.39   303.68 
199608  295.93   298.19   300.98   302.45   302.49 
199609  292.06   292.82   295.14   296.85   297.08 
199610  283.30   283.38   286.36   290.65   291.17 
199611  274.70   274.84   277.32   280.99   282.06 
199612  265.84   267.67   271.16   273.76   273.77 
199701  266.82   267.19   270.76   275.91   276.63 
199702  266.57   269.91   273.74   276.59   276.77 
199703  274.21   274.49   276.82   279.49   280.09 
199704  277.54   278.12   281.44   285.16   285.81 
199705  284.68   286.00   289.61   291.68   292.14 
199706  291.62   292.86   296.13   298.55   299.32 
199707  296.96   298.07   300.96   303.00   303.72 
199708  297.41   297.58   300.88   302.74   303.01 
199709  291.72   292.03   294.96   297.40   297.47 
199710  283.73   283.73   286.47   289.77   290.12 
199711  274.07   274.26   277.35   280.68   281.35 
199712  267.12   268.88   271.10   274.85   275.01 
199801  267.24   268.10   270.85   274.34   275.07 
199802  267.83   267.98   273.96   277.56   277.59 
199803  273.75   273.85   276.76   279.77   280.46 
199804  279.06   279.24   281.84   285.03   290.53 
199805  285.78   286.52   289.66   294.22   295.08 
199806  292.46   292.70   296.32   299.17   299.60 
199807  297.30   297.78   301.34   303.14   303.21 
199808  297.25   297.83   300.66   302.89   302.99 
199809  292.71   292.82   295.61   297.09   297.16 
199810  283.30   283.47   286.74   290.09   290.48 
199811  273.55   274.64   277.83   280.74   280.90 
199812  267.13   267.72   271.44   274.66   275.06 
199901  266.45   266.48   271.13   274.60   275.06 
199902  270.06   270.21   273.89   277.40   279.98 
199903  272.64   273.67   277.49   280.11   280.35 
199904  276.47   278.65   282.82   285.11   286.70 
199905  286.05   287.03   289.70   292.95   293.39 
199906  293.19   293.73   296.70   299.37   299.74 
199907  298.53   298.65   301.03   304.60   304.93 
199908  297.61   298.30   300.59   303.35   303.45 
199909  292.40   292.56   295.36   297.36   298.32 
199910  283.17   283.67   286.82   289.74   290.66 
199911  273.11   274.81   277.32   282.34   282.64 
199912  265.00   267.29   271.89   275.64   277.47 
200001  263.74   264.27   271.35   275.32   277.01 
200002  269.08   269.56   273.80   278.94   279.31 
200003  270.65   273.07   276.47   279.11   279.55 
200004  276.52   277.82   282.06   284.83   287.13 
200005  286.54   286.60   289.76   292.70   293.33 
200006  294.16   294.21   296.67   299.09   299.71 
200007  297.00   297.55   301.51   303.28   304.46 
200008  297.05   297.73   301.12   302.27   303.44 
200009  291.68   291.82   295.51   298.05   298.63 
200010  283.99   284.96   286.95   289.31   289.56 
200011  273.63   274.38   277.71   280.79   281.75 
200012  266.35   266.79   270.87   275.08   275.23 
200101  264.96   266.28   270.92   273.91   275.32 
200102  270.03   270.16   273.37   277.06   278.13 
200103  272.58   272.84   277.68   280.73   282.13 
200104  278.12   279.18   282.35   285.19   285.62 
200105  286.01   286.21   289.72   292.71   295.89 
200106  293.03   294.68   297.00   299.40   300.27 
200107  297.74   299.02   301.58   303.52   303.56 
200108  297.37   297.58   301.18   302.92   303.99 
200109  291.83   292.62   295.01   297.99   298.66 
200110  284.10   284.37   286.74   290.21   290.47 
200111  274.23   274.58   277.85   280.75   280.83 
200112  265.02   267.10   271.92   275.46   276.49 
200201  261.76   267.20   270.80   274.68   275.26 
200202  266.00   268.78   274.24   277.65   278.09 
200203  272.18   274.00   277.27   280.84   281.14 
200204  277.70   278.94   282.58   286.75   288.41 
200205  287.19   287.50   289.98   292.82   293.62 
200206  294.02   294.21   297.06   299.29   301.43 
200207  298.97   299.58   301.56   303.07   303.29 
200208  297.92   297.98   301.36   303.37   303.40 
200209  290.98   291.40   295.63   297.35   297.88 
200210  284.79   285.03   286.93   290.71   290.78 
200211  274.00   275.43   277.60   280.11   280.57 
200212  265.38   266.09   271.26   276.25   276.72 
200301  265.15   266.83   271.31   275.98   276.05 
200302  269.54   270.29   273.49   276.57   276.71 
200303  272.72   273.35   276.94   280.58   280.99 
200304  278.10   278.55   281.72   285.28   286.47 
200305  285.71   286.19   289.19   292.73   294.10 
200306  292.45   293.31   296.34   299.41   299.80 
200307  297.70   297.94   301.22   303.29   303.78 
200308  297.75   298.59   300.46   303.07   303.15 
200309  291.74   292.26   295.70   297.20   297.32 
200310  282.39   282.89   286.42   288.81   289.07 
200311  272.62   274.51   277.97   279.71   280.05 
200312  266.73   267.51   271.29   273.44   273.86 
200401  266.13   266.30   270.56   274.23   275.42 
200402  270.45   270.60   273.52   276.76   276.95 
200403  272.55   274.00   276.95   279.95   280.28 
200404  279.37   279.48   281.84   286.80   288.69 
200405  286.76   287.15   289.84   293.42   293.68 
200406  292.52   292.68   296.65   299.18   299.55 
200407  297.25   298.13   301.06   303.44   303.67 
200408  297.89   298.21   300.91   303.13   303.30 
200409  293.13   293.25   295.85   297.58   298.89 
200410  283.43   284.08   287.09   289.67   290.39 
200411  273.90   274.09   277.74   281.03   282.05 
200412  268.52   268.55   271.71   275.92   276.55 
200501  265.90   266.18   271.07   275.77   276.01 
200502  267.76   269.20   273.09   278.07   278.28 
200503  273.92   274.30   277.42   281.10   281.11 
200504  277.93   278.97   282.70   286.48   286.68 
200505  284.68   286.08   290.02   292.96   293.28 
200506  291.98   293.01   296.67   299.88   300.14 
200507  297.48   297.85   301.15   302.86   303.54 
200508  297.15   298.04   300.76   302.59   303.11 
200509  292.41   293.28   295.47   297.71   298.88 
200510  283.25   283.27   287.39   290.11   290.36 
200511  275.42   275.63   277.98   280.55   281.66 
200512  267.65   267.98   272.07   274.97   275.11 
200601  264.98   267.74   271.48   274.56   274.82 
200602  269.24   269.65   274.16   276.75   277.13 
200603  273.08   274.29   277.88   281.60   282.23 
200604  278.29   279.07   282.59   287.26   288.52 
200605  285.21   287.78   289.94   293.40   294.33 
200606  293.98   294.16   296.76   299.58   300.13 
200607  298.24   298.40   301.62   303.66   303.76 
200608  297.79   298.54   301.34   303.04   303.27 
200609  292.24   292.56   295.44   297.26   297.47 
200610  283.32   283.45   286.99   289.28   289.42 
200611  274.30   274.52   277.82   281.84   282.09 
200612  266.80   267.10   271.55   275.54   275.83 
200701  265.41   265.84   270.79   274.20   274.97 
200702  269.48   269.90   273.46   277.22   277.71 
200703  274.59   274.62   277.09   280.53   280.67 
200704  279.36   279.40   282.31   285.41   285.64 
200705  284.95   286.37   290.61   294.07   294.23 
200706  292.36   293.09   296.33   299.60   300.29 
200707  296.50   297.34   301.20   303.05   303.21 
200708  296.55   297.28   301.06   303.33   303.87 
200709  291.83   292.29   295.75   297.65   298.80 
200710  284.88   285.28   287.39   289.24   289.73 
200711  274.08   274.78   277.72   280.85   281.68 
200712  266.43   267.74   271.30   274.82   274.86 
200801  264.22   264.73   270.64   275.20   275.90 
200802  268.10   269.43   273.48   278.29   278.99 
200803  272.55   272.80   277.27   280.76   281.53 
200804  277.46   279.06   282.33   285.75   288.31 
200805  285.93   286.63   289.68   293.24   293.63 
200806  293.36   294.27   296.69   299.60   300.00 
200807  297.89   298.06   301.16   303.37   305.03 
200808  298.88   299.00   301.35   303.03   303.30 
200809  292.71   292.90   295.97   298.51   298.71 
200810  283.50   284.33   287.81   289.48   290.31 
200811  275.16   275.29   278.15   281.52   281.91 
200812  263.30   267.41   272.19   275.84   277.55 
200901  267.25   267.41   271.10   275.74   276.06 
200902  271.61   271.64   274.36   277.76   278.07 
200903  272.73   274.05   277.47   280.78   281.80 
200904  277.98   278.18   283.06   286.57   287.41 
200905  285.55   287.08   290.49   293.88   294.35 
200906  292.87   293.17   297.09   299.95   300.57 
200907  297.93   298.84   301.87   303.40   303.48 
200908  297.55   298.28   301.29   303.76   303.76 
200909  292.50   292.58   295.51   298.44   298.61 
200910  283.17   284.99   287.03   289.56   290.04 
200911  275.25   275.61   278.20   281.76   283.04 
200912  268.46   268.50   271.43   274.43   275.74 
201001  266.93   267.18   270.85   275.54   275.58 
201002  268.48   270.28   273.71   276.96   277.31 
201003  273.04   273.14   276.85   280.86   281.03 
201004  278.13   278.95   282.09   286.79   287.21 
201005  285.98   286.47   289.76   293.35   293.82 
201006  294.10   294.33   296.93   299.17   299.36 
201007  297.99   298.40   301.35   303.20   303.38 
201008  297.74   298.47   301.44   303.18   303.61 
201009  293.04   293.89   295.97   297.98   299.13 
201010  284.58   284.66   287.37   289.70   290.32 
201011  275.65   276.19   279.03   281.90   282.14 
201012  267.31   269.02   272.10   276.84   277.37 
201101  267.51   267.95   271.61   275.45   276.33 
201102  269.51   270.59   273.75   277.05   277.18 
201103  274.78   274.83   277.84   282.93   283.21 
201104  280.07   280.13   283.39   286.67   287.06 
201105  286.79   288.65   290.96   293.67   293.98 
201106  291.98   293.56   297.50   299.39   299.87 
201107  297.40   299.19   301.62   304.07   304.25 
201108  298.71   299.28   301.34   303.63   303.66 
201109  291.78   292.49   295.79   297.80   298.72 
201110  284.86   284.87   287.62   290.17   290.41 
201111  275.41   276.00   278.63   281.14   283.00 
201112  268.20   268.88   273.01   276.56   276.78 
201201  268.03   268.40   271.34   274.61   276.19 
201202  269.75   270.63   274.48   277.13   277.14 
201203  273.32   273.46   277.88   281.68   283.69 
201204  279.02   279.19   282.65   286.80   288.79 
201205  287.37   287.75   290.44   292.99   293.72 
201206  293.70   294.06   297.15   298.84   300.35 
201207  299.28   299.95   301.95   303.53   303.54 
201208  298.33   299.07   302.02   303.24   303.50 
201209  293.40   293.51   295.94   298.48   298.97 
201210  284.16   284.46   286.99   290.10   290.32 
201211  274.80   275.26   278.50   281.26   281.79 
201212  269.00   269.40   271.90   274.41   275.99 
201301  266.29   267.39   271.52   275.65   275.94 
201302  270.54   270.64   274.94   278.15   278.90 
201303  273.81   274.13   277.42   280.31   280.35 
201304  279.19   279.62   282.39   286.91   287.85 
201305  287.06   287.56   290.23   294.32   294.36 
201306  293.46   293.47   297.31   299.49   299.50 
201307  298.12   298.95   301.69   303.15   303.67 
201308  297.49   298.41   301.28   303.13   303.16 
201309  293.12   293.49   295.38   298.64   298.67 
201310  284.28   284.66   286.97   289.92   290.05 
201311  275.85   275.99   278.81   281.17   281.48 
201312  266.92   267.57   271.99   275.22   276.77 
201401  266.79   267.15   271.61   274.83   275.74 
201402  270.78   271.34   274.11   276.95   277.56 
201403  272.46   273.29   276.96   280.26   280.52 
201404  279.23   279.32   282.41   284.85   285.09 
201405  287.58   287.86   290.17   292.55   292.59 
201406  293.90   294.12   296.86   299.25   299.41 
201407  298.41   298.52   301.96   303.41   304.45 
201408  298.42   299.45   301.96   303.50   303.61 
201409  292.49   293.76   296.09   298.28   298.67 
201410  283.53   284.44   287.53   290.46   290.56 
201411  273.53   274.65   278.31   283.67   283.73 
201412  266.72   268.29   271.35   275.11   275.52 
201501  266.20   266.46   271.21   275.55   276.21 
201502  268.99   270.89   273.06   275.81   277.49 
201503  274.57   274.74   277.09   280.62   281.78 
201504  278.18   279.06   282.85   286.90   287.40 
201505  286.88   287.07   290.75   293.54   294.25 
201506  293.44   294.42   297.73   299.99   300.20 
201507  298.04   298.50   302.28   303.70   303.75 
201508  298.07   298.32   301.53   303.75   303.86 
201509  291.82   293.91   296.17   297.85   298.75 
201510  283.02   284.52   288.00   290.88   290.98 
201511  274.36   275.20   278.25   281.58   281.72 
201512  267.15   268.46   272.07   275.36   275.66 
201601  265.17   267.28   271.87   274.90   276.91 
201602  269.88   270.06   273.86   278.11   278.41 
201603  273.15   274.72   277.80   280.87   281.42 
201604  278.35   279.07   283.51   287.93   288.96 
201605  286.43   286.98   291.07   293.77   293.80 
201606  294.60   294.87   298.12   300.23   301.78 
201607  299.33   299.65   302.06   304.25   304.30 
201608  298.13   298.80   301.37   303.43   303.63 
201609  293.55   294.02   296.30   298.68   299.02 
