yearmoth  min	  5th	   med	    95th     max
201609    2.88     5.83    37.30    68.41    92.47 
201610    3.23    19.44    45.62    88.87   101.16 
201611   17.94    19.02    44.78    81.82    93.45 
201612   19.84    23.32    47.04    73.97    89.92 
201701    7.49    12.52    42.28    80.81    92.36 
201702   12.96    15.82    39.93    98.29    99.03 
201703   22.32    31.65    60.63    91.95   104.45 
201704   26.17    32.02    65.85    95.13   107.22 
201705   17.73    25.39    63.24   103.33   117.94 
201706   14.39    15.79    45.18    79.82   107.34 
201707   19.40    32.06    56.92    89.70    90.05 
201708   13.07    16.86    58.54    98.35   101.73 
201709    9.36    12.65    45.16    86.41    96.69 
201710   10.78    11.60    47.76    79.97    87.55 
201711   14.62    16.62    46.69    75.94    76.20 
201712   15.51    23.45    47.81    83.39    83.69 
201801    4.50    16.85    46.56   102.08   115.90 
201802   24.90    25.70    56.74   105.96   116.57 
201803   36.72    37.01    67.22   106.04   117.92 
201804   25.04    34.41    64.87    97.58   106.33 
201805   29.62    33.92    67.91   111.34   118.09 
201806   13.05    15.62    45.53   110.29   131.93 
201807   29.19    31.18    54.06   100.74   100.85 
201808   14.03    16.11    44.41   100.63   109.35 
201809    5.14    10.71    34.95    62.40    69.03 
201810   14.20    14.62    43.65    87.39    97.20 
201811   12.06    14.91    41.82    86.67    93.03 
201812   10.61    14.86    39.17    79.88    88.62 
201901   14.37    18.17    45.73    85.53   109.65 
201902    9.03    15.40    52.72    88.59    97.12 
201903   25.35    37.46    61.02   101.20   116.05 
201904   25.58    32.40    64.38   106.22   116.30 
201905   20.13    25.18    64.71   105.50   111.33 
201906    9.87    10.68    42.34    91.62   102.21 
201907   12.58    14.24    48.11    98.66    99.24 
201908   17.65    20.65    48.61   100.12   105.45 
201909    5.08    10.84    37.26    92.97    93.24 
201910   10.94    18.06    42.07    84.25    89.40 
201911   12.06    12.09    48.68    89.17    96.26 
201912    9.72    15.77    42.34    80.99   106.45 
202001    1.90    14.97    40.83    97.14   130.45 
202002   10.74    12.30    42.58   103.79   110.36 
202003   21.66    24.00    59.22    90.59    97.32 
202004   39.21    41.02    64.44    99.09   100.13 
202005    9.98    18.11    58.15   101.94   103.36 
202006   16.60    17.50    45.41    84.97   104.77 
202007   24.89    26.90    58.67    99.86   115.82 
202008   13.14    20.03    49.06   108.57   111.74 
202009    7.93    10.68    38.98    92.80    98.56 
202010    9.37    13.31    41.93    69.76    76.30 
202011    5.22    11.85    44.89   107.82   117.45 
202012   13.88    16.29    43.31    96.79   106.75 
202101    5.32     7.64    47.99   112.93   152.78 
202102   15.64    17.23    60.23   109.70   135.55 
202103   25.08    31.64    60.99   100.13   101.09 
202104   29.89    31.91    64.31    97.90   103.34 
202105   29.55    33.24    57.23   116.42   130.90 
202106   14.51    21.49    48.26    91.59    95.87 
202107   19.51    28.13    61.14   113.33   119.86 
202108   11.60    17.48    57.26   101.30   103.17 
202109    4.23     9.97    45.11    89.43    96.71 
202110   19.24    19.34    48.27    92.85    97.28 
202111   10.91    15.75    38.72    83.46    84.33 
202112    3.29    18.39    51.87   107.26   129.88 
202201    6.21    11.26    45.35    94.64   103.16 
202202    1.29     8.71    51.14   101.50   128.26 
202203   15.54    28.12    53.00   113.50   116.62 
202204   26.04    27.96    62.77   106.25   118.90 
202205   19.07    28.86    58.52   101.95   103.42 
202206   23.33    24.06    43.87    94.53   117.70 
202207   26.84    31.33    57.79    97.19   105.90 
202208   25.74    34.23    58.35    93.84   103.82 
202209    6.65    10.72    41.52    80.57    90.29 
202210    7.18    15.35    48.64    91.76   101.10 
202211    9.59    13.09    48.41    78.32   103.09 
202212   14.36    23.27    47.51   105.29   112.53 
202301    8.47     9.05    52.04   105.85   119.61 
202302   20.62    22.09    41.03    99.78   102.80 
202303   24.77    32.15    59.26   101.39   156.70 
202304   23.49    28.75    63.77   108.41   109.23 
202305   30.61    33.67    70.59   107.87   112.01 
202306   10.16    12.71    48.64   112.30   124.63 
202307   12.99    19.52    55.52    82.39    85.66 
202308   15.90    19.84    47.32   103.02   127.25 
202309    7.08    16.81    37.77   105.05   114.38 
202310   13.70    17.83    43.99   100.42   110.18 
202311   16.41    19.14    44.97    68.09    73.32 
202312   25.54    26.66    53.61    96.50   103.05 
202401    6.87     9.80    39.24    84.22   142.85 
202402   12.22    20.20    40.87    95.48    95.90 
202403   19.27    23.56    57.22   111.15   137.61 
202404   17.18    19.26    56.74   101.17   102.29 
202405   17.53    24.90    57.78   109.81   128.03 
202406   11.46    15.80    46.19    86.37    87.04 
202407   20.93    21.51    60.49    97.90    99.93 
202408   14.43    15.60    51.17   101.66   110.23 
202409   12.82    14.59    38.11    91.49    91.74 
202410    6.08    11.21    43.89    93.86    96.42 
202411    5.69    15.47    43.54    73.17    78.06 
202412   17.46    18.15    46.96    90.40   145.92 
202501   18.29    19.20    48.51   104.67   116.86 
202502    4.12    14.82    42.41   109.83   112.10 
202503   27.68    30.67    58.86   115.94   121.69 
202504   21.49    22.18    62.42    99.93   104.59 
202505   24.94    31.51    67.58   101.70   105.53 
202506   10.22    14.97    43.20    85.75   101.87 
202507   21.86    34.20    58.08   113.62   121.86 
202508   20.82    21.20    49.49    87.79    88.36 
202509   11.71    17.54    36.24    78.92    88.33 
202510    7.19     8.34    42.58    66.92    72.93 
202511    7.06    13.97    42.50    98.67    99.11 
202512   11.65    17.40    46.90   151.61   176.08 
202601   14.47    16.23    43.76   112.19   125.58 
202602   10.72    13.50    35.65   100.96   104.97 
202603   21.62    26.37    56.04    82.77    92.26 
202604   32.35    36.37    59.59   106.24   110.85 
202605   16.69    25.85    57.71   104.50   119.49 
202606    6.38    10.20    46.63   113.85   132.93 
202607   28.72    29.98    57.07   101.60   105.08 
202608   14.47    16.34    49.78    84.83    91.56 
202609   12.53    16.62    39.01    72.75    89.39 
202610   16.62    16.66    43.15    94.14   113.56 
202611    7.33    17.73    38.99    79.58   114.06 
202612   13.90    27.48    44.01   103.89   129.05 
202701   16.79    17.68    44.10    84.02    92.62 
202702   11.47    14.74    48.83   132.22   149.90 
202703   32.02    34.05    66.96   103.93   104.00 
202704   12.11    24.23    63.65   119.43   121.60 
202705   21.09    25.20    64.40   107.48   122.12 
202706   11.43    12.63    47.42    85.41   128.16 
202707   25.77    30.34    53.45   103.44   103.73 
202708   25.48    26.55    52.11   103.75   105.64 
202709   11.88    14.99    39.20    72.69   107.20 
202710   10.37    10.81    38.31    71.22    72.39 
202711   12.45    12.92    45.23    71.15    81.88 
202712    5.07    10.11    48.46    99.80   104.72 
202801   11.69    13.98    44.63   115.13   127.29 
202802   20.58    23.38    49.50    75.65    83.20 
202803   19.03    24.49    58.02    95.53   100.48 
202804   24.97    34.91    60.82    92.60   108.30 
202805   18.89    29.59    59.65   115.08   123.89 
202806    6.01     9.51    43.12    85.33   105.93 
202807   14.20    21.55    59.84   118.81   131.66 
202808   20.26    22.05    49.23    90.05    93.30 
202809   12.15    14.16    36.68    71.32    77.60 
202810   13.12    18.64    44.11   103.54   135.88 
202811   20.11    20.90    46.27    79.48   110.70 
202812   18.39    18.39    43.96   119.31   123.69 
202901    6.94     7.12    38.30    81.10    83.80 
202902    7.91    14.60    46.51   101.33   113.68 
202903   21.87    22.06    68.36    97.07   141.88 
202904   27.16    29.92    63.53    95.20   123.01 
202905   32.99    33.68    56.00    99.81   113.33 
202906   11.48    18.39    34.89    71.11   103.48 
202907   29.26    29.99    60.94   102.98   108.74 
202908   16.60    17.80    49.43    96.15   101.40 
202909    9.30    13.36    42.36    71.86    75.65 
202910    7.43     8.85    42.64    76.89    82.38 
202911   23.23    29.81    48.87    87.13   100.77 
202912   17.35    17.94    45.77    97.94   100.50 
203001   10.81    14.00    35.74    95.67   106.90 
203002    7.07    11.08    41.21   107.64   108.48 
203003   17.95    25.66    61.25   101.53   109.93 
203004   27.90    31.74    58.07    90.74   108.45 
203005   22.81    25.15    64.71   107.78   119.88 
203006   13.33    14.95    42.15    81.14    88.05 
203007   27.96    28.19    60.79   105.61   109.99 
203008   18.75    19.61    49.92    95.04   101.72 
203009    7.45    11.18    37.93    72.43    82.76 
203010    7.99    11.85    51.08    85.21   101.61 
203011   16.33    21.78    51.52    91.50   111.17 
203012   22.82    23.49    48.66   102.43   113.84 
203101    4.13     6.46    46.83    95.08   139.05 
203102    8.77    10.18    42.12   104.17   116.99 
203103   14.79    24.59    58.83   104.49   105.85 
203104   18.80    22.70    59.79    92.62    95.77 
203105   25.24    28.96    65.41   109.55   109.55 
203106   13.32    16.86    48.34    75.28    90.90 
203107   20.14    20.17    57.37    92.71   117.41 
203108   22.27    24.23    53.51    82.33   124.84 
203109    6.06    10.13    45.12    83.43    84.19 
203110   15.16    18.02    41.66    73.15    84.00 
203111   12.56    22.81    54.17    88.94   111.03 
203112    9.23    16.96    51.36   133.78   166.53 
203201   12.91    13.45    50.98   103.04   144.43 
203202    5.01    23.71    44.60   100.27   115.34 
203203   34.82    40.83    66.65    98.90   100.74 
203204   13.39    27.59    76.83   120.52   127.83 
203205   15.48    17.87    56.02   103.31   114.55 
203206   16.70    19.74    48.81    91.08    93.33 
203207   14.86    27.93    61.46   118.16   141.77 
203208   19.51    19.95    55.95   116.33   135.17 
203209    6.35    10.67    46.19    78.83    92.18 
203210   17.15    19.46    46.78    96.14   103.27 
203211   18.78    19.51    41.97    79.61    90.98 
203212   18.22    23.38    53.68   103.34   110.68 
203301   13.32    17.34    52.71   115.56   131.92 
203302    6.17    18.25    61.43   108.21   128.30 
203303   30.41    34.57    66.18   105.09   113.13 
203304   26.31    28.21    74.28   103.57   103.65 
203305   23.33    31.54    71.63   113.39   114.73 
203306   18.18    21.89    49.18    97.24   133.21 
203307   24.90    25.53    56.63   114.48   116.38 
203308   26.27    26.98    56.65    89.24    98.44 
203309    7.39     9.71    36.59    68.60    80.25 
203310    6.06     9.15    51.73    93.02    94.60 
203311   13.82    15.72    53.37   107.40   107.64 
203312    7.30    19.37    49.55    96.10   107.65 
203401    8.36    14.15    43.82   100.66   164.45 
203402   11.70    13.88    44.70   105.12   111.71 
203403   19.26    31.72    57.71   105.49   112.21 
203404   25.75    34.86    57.14   102.11   132.29 
203405   22.69    22.89    60.09   131.62   136.45 
203406   16.05    21.11    42.37    82.95   157.60 
203407   27.26    36.53    57.32   103.08   104.68 
203408    5.75    12.31    50.23    79.74    98.28 
203409    6.97     9.03    28.91    82.08    84.27 
203410    6.17     7.41    43.37    74.91   110.47 
203411    8.76    10.47    44.91    84.47    92.21 
203412   12.88    20.64    43.64   105.73   113.74 
203501   12.95    13.11    43.82   111.47   141.54 
203502   13.55    15.03    40.73    66.44   103.92 
203503   15.10    23.60    61.62    95.14   105.31 
203504   20.12    24.24    56.87   104.89   104.93 
203505   21.09    22.07    54.30    95.23   100.13 
203506   11.26    19.51    42.30    91.71    93.20 
203507   23.55    26.19    58.84    91.93   112.66 
203508   18.34    19.99    48.05    89.41    90.03 
203509   10.08    11.85    37.91    82.95    90.93 
203510   13.02    15.45    41.45    86.78    87.69 
203511    4.38    13.89    52.14    98.54   127.19 
203512    8.72    16.56    46.55    90.39    93.70 
203601    4.34     6.65    38.16    75.28    85.08 
203602   16.72    18.15    53.23   105.59   110.02 
203603   21.98    23.64    59.86   108.00   127.44 
203604   19.22    29.06    62.65   101.73   102.05 
203605   27.53    28.24    65.20    99.41   105.26 
203606   14.24    16.08    52.05    85.36   111.73 
203607   17.58    26.79    63.86   123.13   142.28 
203608   19.99    22.60    54.60    88.94   118.24 
203609    8.85    13.87    39.09    78.24    85.11 
203610    6.74     9.79    45.17    74.22    84.20 
203611   23.75    24.00    48.41    87.33   114.30 
203612    2.15     9.93    40.04    90.92    92.61 
203701   10.00    14.40    43.33    78.96   107.75 
203702    4.27    14.98    49.57    98.58   131.42 
203703   27.38    28.08    62.90    94.71   118.09 
203704   10.54    30.01    64.53   107.29   114.32 
203705   28.73    29.51    68.01   119.94   131.80 
203706    8.41    15.65    45.09    84.99    86.90 
203707   16.17    20.10    55.25    95.28   101.33 
203708   13.57    19.06    45.50   107.19   110.55 
203709    2.40     5.00    39.14    85.50    86.84 
203710    4.75     9.29    41.99    89.67    92.39 
203711   10.73    12.99    39.05    82.68    84.29 
203712   21.91    28.73    49.49   110.49   143.42 
203801    5.89    17.82    52.36    89.16   100.03 
203802    1.36    15.12    49.34   110.02   113.51 
203803   45.88    46.81    69.89    91.70    97.72 
203804   30.97    31.10    73.03   100.01   105.55 
203805   22.92    31.96    61.59   109.69   113.61 
203806   19.58    19.71    50.04   115.05   123.84 
203807   21.45    21.85    57.31    96.51    98.64 
203808   19.82    20.04    46.79    70.94    93.51 
203809    7.60     8.61    41.95    94.25    96.55 
203810   16.29    17.09    43.41    89.73    98.06 
203811   15.80    17.37    41.83    81.96    86.68 
203812   15.81    17.48    41.11    96.87    97.28 
203901    4.41     7.82    49.57    86.31    93.47 
203902    9.85    12.34    51.06   103.83   129.39 
203903   16.92    26.72    62.54    95.01   111.16 
203904   18.58    24.18    69.33   112.61   118.49 
203905   22.18    28.23    62.99   109.19   135.37 
203906   11.72    17.22    47.76    74.24    97.14 
203907   14.29    31.68    58.13    80.61   118.02 
203908   18.44    21.21    45.83    75.27    85.15 
203909   10.77    11.04    39.99    86.13   100.18 
203910    4.83    19.69    40.12    75.06    77.17 
203911   13.06    19.17    38.48    78.09    86.76 
203912   19.49    19.78    46.06    99.05   100.77 
204001   11.51    16.66    50.39   134.38   138.35 
204002    9.80    16.16    55.06    96.52   112.62 
204003   24.72    31.19    65.22    94.94   101.00 
204004   35.27    35.61    67.06   104.58   105.30 
204005   23.21    25.56    62.11   100.79   112.81 
204006    9.05    12.06    43.52    82.81    91.95 
204007   13.92    17.47    63.68    94.10    94.82 
204008   18.38    20.23    49.40    94.13    97.00 
204009   10.65    14.34    42.81    76.63    82.08 
204010    7.78    14.63    49.31    86.98    90.52 
204011   14.23    22.00    52.19    78.94    92.01 
204012   15.76    17.19    47.53   113.96   142.35 
204101   14.95    17.12    48.28   110.81   167.44 
204102    4.72     6.52    45.71    88.06    88.16 
204103   21.96    29.65    61.70    96.70   105.67 
204104   20.21    31.29    59.26   105.41   119.36 
204105   18.87    31.42    55.17   103.93   114.89 
204106   23.01    25.39    53.87    95.13    97.60 
204107   22.57    23.03    60.77    97.89   102.27 
204108   17.10    17.15    54.43   101.28   110.28 
204109    9.26    12.19    37.21    79.36    87.29 
204110    7.30    10.30    42.46    79.74   127.24 
204111   13.33    22.10    40.99    67.07    67.92 
204112   10.56    17.42    60.65   100.34   114.98 
204201    4.83    12.52    37.87    76.64    85.15 
204202   11.83    12.75    49.42   109.29   116.06 
204203   30.20    31.30    62.03    90.67   128.69 
204204   33.71    35.76    68.05   110.93   112.86 
204205   22.55    29.63    60.36    90.47   132.44 
204206   12.30    16.05    49.05    91.92    92.21 
204207   24.50    27.47    58.32    87.05   101.78 
204208   20.05    24.34    45.75    98.91   121.28 
204209    4.96    15.57    40.81    83.30    85.84 
204210    7.76    16.73    46.43    92.60   101.65 
204211    8.27    11.46    47.44    84.96   104.61 
204212   18.64    24.55    51.37   116.39   119.57 
204301    4.80    15.00    39.42    94.93   121.55 
204302   11.81    20.59    45.55   101.80   108.68 
204303   16.06    24.66    67.34   113.82   116.58 
204304   27.38    33.00    63.19   108.39   126.55 
204305   27.66    28.74    61.85   120.37   132.02 
204306   14.27    17.25    39.52   102.58   134.17 
204307   31.02    31.37    57.83   108.13   120.24 
204308   20.95    29.13    53.42    93.36   100.62 
204309    4.72    11.73    35.99    80.49    81.73 
204310    6.68    10.10    41.98   104.71   135.74 
204311   13.39    13.72    48.52    82.97    85.11 
204312    2.53    16.34    41.37    99.49   104.52 
204401   16.04    22.97    43.32    90.92    92.30 
204402    9.71    13.07    59.96   122.57   138.81 
204403   17.46    34.21    64.09    99.37    99.75 
204404   16.18    23.50    75.57    99.35   109.57 
204405   35.59    36.14    63.47   103.00   156.56 
204406   17.32    25.81    50.24   111.27   137.71 
204407   24.92    27.60    52.08   107.27   116.93 
204408   22.37    23.20    50.10   111.59   112.93 
204409   11.08    11.26    39.54    82.35    87.44 
204410    9.38    12.38    46.73    90.69    99.21 
204411   18.05    19.95    48.46    84.61    84.81 
204412   10.60    13.85    50.75   102.91   104.52 
204501    9.53    13.96    42.57    97.78   113.71 
204502    1.88    10.46    44.33   111.07   114.77 
204503   20.10    26.42    73.83   103.97   150.19 
204504   23.95    29.47    69.15   109.17   114.17 
204505   25.52    27.44    64.21   104.93   131.00 
204506   19.18    21.84    49.58    94.45   102.45 
204507   19.96    21.44    63.75   104.65   115.82 
204508   18.94    26.51    54.15    78.23   101.39 
204509    4.89     7.91    38.46    72.42    78.46 
204510   15.66    15.81    47.98    79.73   106.79 
204511    7.84    11.08    45.81    71.25    93.71 
204512   15.16    15.31    58.07    93.79   106.29 
204601    9.64    11.49    53.29   136.22   155.49 
204602   10.18    11.91    49.21   106.59   114.97 
204603   25.65    26.79    65.62    98.55   108.34 
204604   23.04    24.72    62.90   110.45   112.61 
204605   27.84    31.00    62.88   119.44   129.84 
204606   16.55    20.08    44.40    81.62   118.14 
204607   28.00    29.07    56.77   104.81   111.66 
204608   16.66    25.56    60.45    90.05   104.37 
204609   18.89    19.06    40.62    94.85    96.22 
204610    6.18     6.37    36.89    78.02   110.39 
204611   10.02    11.64    40.85    78.16    81.87 
204612   14.77    15.85    43.61    89.99    97.45 
204701   10.64    19.29    49.44   104.26   109.84 
204702   12.51    12.79    53.82   121.85   128.80 
204703   26.90    27.35    66.07   106.40   109.95 
204704   24.52    25.35    59.14   100.61   106.21 
204705   14.18    23.86    59.26   116.32   122.83 
204706   14.01    16.55    49.21    98.40   123.57 
204707   31.60    33.91    58.32    98.68   107.44 
204708   21.69    24.15    50.57    94.12   101.29 
204709   12.60    14.37    38.51    86.20    87.64 
204710    8.56    15.47    35.44    77.71    83.93 
204711    8.83    12.05    50.39    82.74    84.12 
204712   17.09    18.05    45.32    88.87    93.76 
204801   13.34    16.37    40.87   102.51   117.40 
204802   10.45    14.08    55.67   107.88   121.20 
204803   30.69    35.73    64.55    97.65   103.82 
204804   31.85    38.64    60.70   105.40   110.93 
204805   15.18    22.44    70.06   100.11   110.36 
204806   14.26    15.61    55.11   111.69   123.16 
204807   13.56    21.97    58.81    94.64   107.85 
204808   14.40    31.59    47.23    85.25    87.27 
204809    6.75    12.99    36.81    68.73   100.22 
204810    7.11     9.93    45.99    85.81    88.11 
204811    2.29    13.38    53.18    87.87    89.19 
204812   23.42    25.15    49.09   106.98   112.72 
204901   18.88    19.70    55.19   107.57   108.80 
204902   20.71    23.28    49.14   112.99   121.66 
204903   36.54    39.93    68.39   105.08   116.21 
204904   13.02    27.81    62.45   116.93   123.41 
204905   15.84    24.15    66.51   111.01   124.49 
204906   12.02    14.23    56.16   109.04   136.72 
204907   19.08    26.17    57.65    96.87   132.64 
204908   12.71    21.28    57.10   101.08   133.05 
204909    6.26     9.63    38.93    79.68    89.62 
204910    4.91     6.62    44.01    74.79    82.88 
204911    9.58    13.51    50.40    80.15   101.91 
204912   20.02    23.43    50.10    74.27    93.32 
205001    8.83    12.35    49.06   105.08   121.52 
205002    8.15    10.51    50.39   122.18   147.05 
205003   27.44    37.49    70.50   105.65   122.98 
205004   24.69    25.84    69.46   103.45   135.35 
205005   29.03    32.61    60.62   109.00   127.90 
205006   16.93    19.21    40.64    96.57   103.73 
205007   20.15    25.68    62.27   110.00   113.87 
205008   11.66    17.47    53.31    84.18   107.04 
205009   13.41    20.11    45.39    76.27    77.93 
205010    3.84     6.23    46.72    92.75    96.79 
205011    5.60    13.90    44.80    64.30   139.68 
205012    6.29    19.70    48.42   105.89   139.13 
205101    4.69    20.94    48.07   128.09   142.72 
205102   11.31    17.60    54.64   115.83   118.93 
205103   36.61    36.89    66.67    99.39   106.79 
205104   34.56    41.83    63.70   112.53   119.24 
205105   22.30    29.05    68.74   114.98   120.10 
205106   18.47    22.00    56.16   105.38   118.57 
205107   25.17    27.10    66.17    94.94    99.84 
205108   18.80    19.68    54.19    89.90    92.14 
205109    6.93    12.69    44.26    91.36    93.53 
205110    8.35    16.26    43.50    71.75    77.36 
205111    8.78    13.84    46.95    86.48    89.43 
205112   20.55    20.78    55.60   121.02   127.28 
205201    5.23    11.18    58.41   122.47   201.61 
205202   14.87    18.13    64.40   111.53   128.35 
205203   25.45    38.87    68.53   108.59   115.43 
205204   32.09    32.38    68.68   107.54   114.85 
205205   28.00    33.23    65.61    96.67   105.09 
205206   13.50    21.11    48.90    87.13   105.99 
205207   24.52    24.73    66.35    98.37   105.94 
205208   21.18    22.88    49.38    85.16    99.29 
205209   10.24    12.09    39.99    80.22    88.02 
205210    5.98     8.05    41.55    80.35   110.64 
205211   13.59    15.70    40.24    80.62    90.37 
205212    7.97    10.87    51.07   108.63   140.30 
205301   17.80    19.09    42.84   149.85   209.04 
205302    3.20     9.48    49.87   121.85   131.32 
205303   28.67    38.26    67.01   111.81   111.88 
205304   33.42    37.31    66.85    94.81   108.41 
205305   22.58    28.56    62.36   116.25   124.38 
205306   16.84    21.89    49.04    96.71   116.27 
205307   31.42    32.37    62.08    94.96    97.73 
205308   18.58    20.53    51.12    93.47   110.19 
205309    8.85    13.56    38.24   106.43   125.01 
205310   10.74    11.68    45.30    91.98    94.74 
205311    8.26    12.65    43.33   107.48   139.45 
205312   17.45    21.74    43.31    97.90   110.56 
205401   14.98    15.64    42.43   100.78   102.60 
205402   21.94    22.53    50.76    90.99   101.49 
205403   26.68    28.24    62.93   110.28   116.43 
205404   28.16    35.25    66.98    98.90   107.18 
205405   21.15    29.42    61.59   108.00   112.13 
205406   11.02    18.46    52.52    94.05   126.70 
205407   29.26    32.60    66.79   112.05   112.81 
205408   20.57    22.49    56.52    86.41    87.34 
205409    8.66    12.55    48.50    83.81    88.97 
205410    9.46    13.53    39.66    75.14    92.37 
205411    6.25    16.76    51.31    72.86   109.95 
205412   17.95    22.56    46.61   140.09   144.70 
205501   17.93    21.10    57.74   133.25   142.34 
205502   11.69    19.19    49.32   104.28   104.90 
205503   25.01    32.20    67.47   101.90   154.06 
205504   19.62    22.03    70.77   104.61   107.15 
205505   21.45    22.47    53.06    88.46    92.77 
205506   17.75    19.56    44.80    82.51   110.60 
205507   25.42    34.69    56.47    98.42   101.24 
205508   16.10    22.84    49.05    90.14   100.15 
205509    7.45     9.34    33.23    95.26   117.84 
205510   10.32    11.86    45.88    87.06    89.57 
205511    5.32     9.77    50.20    81.45   113.54 
205512   19.93    21.06    40.64   104.43   106.22 
205601   10.88    11.66    44.21   100.27   147.82 
205602   11.52    16.97    43.12    98.23   104.56 
205603   32.59    33.64    74.80   131.49   134.84 
205604   27.67    28.54    58.98   113.68   123.22 
205605   21.73    25.90    62.11   127.40   128.82 
205606   17.16    23.00    46.00   100.08   112.94 
205607   26.59    29.99    63.23   104.68   133.60 
205608   27.01    28.07    55.05    90.88   116.63 
205609    5.50    12.97    40.56    86.86   101.84 
205610   11.93    15.42    48.98    95.07   107.02 
205611   15.48    17.72    51.08   101.40   102.16 
205612   14.59    24.24    50.57    89.88   101.36 
205701    4.58    12.75    48.37   109.27   153.43 
205702    5.11    11.22    58.41   146.83   185.97 
205703   12.62    27.69    70.95   108.61   115.33 
205704   25.46    32.15    62.87    99.84   105.73 
205705   11.86    24.53    65.97   108.28   114.82 
205706   17.67    21.80    45.20    85.87    89.05 
205707   24.48    30.02    59.33    83.79    97.40 
205708   18.66    20.72    45.85   101.89   116.54 
205709   10.30    15.77    40.52    63.40    79.86 
205710    3.95    10.35    41.36    82.99    83.21 
205711   16.29    17.21    37.54    77.98    80.97 
205712   18.26    18.42    49.89    95.77   105.22 
205801   11.68    15.98    45.27   113.45   119.00 
205802   14.01    17.34    55.29    86.84   101.30 
205803   22.07    26.70    64.81   118.82   143.01 
205804   26.54    28.70    68.46   104.36   105.75 
205805   10.93    22.20    49.94    95.07   102.82 
205806   14.51    19.28    39.48   112.23   124.13 
205807   31.42    31.64    54.64   103.15   111.74 
205808   14.55    27.92    52.84   116.88   125.55 
205809    3.58     8.28    38.61    83.43    84.10 
205810    3.96     6.89    47.22    89.89   106.83 
205811   11.27    19.16    44.25    93.23    93.74 
205812   10.74    11.41    56.81   117.47   117.79 
205901    4.25     6.55    52.71   141.16   145.94 
205902   14.70    18.24    59.71    98.37   105.04 
205903   34.12    40.18    69.62   101.92   123.81 
205904   21.94    26.09    64.19   114.63   126.88 
205905   22.95    28.16    55.79    98.41   121.58 
205906   15.10    17.50    53.46    91.06    95.65 
205907   32.64    34.01    63.68   103.19   131.98 
205908   11.47    16.96    53.12    97.83   108.39 
205909    8.14     8.98    39.74   103.62   108.74 
205910    3.90    10.79    42.41    79.05    81.11 
205911    9.87    12.79    47.02    76.54    78.34 
205912   15.71    19.16    55.46   148.02   148.78 
206001   17.90    26.09    59.78   110.14   143.37 
206002   15.94    22.68    60.99   119.77   128.32 
206003   22.87    40.07    75.20   109.22   128.97 
206004   36.73    37.89    74.61   113.65   135.27 
206005   18.88    24.61    57.17   118.92   140.35 
206006   19.70    20.35    47.57    95.11   102.88 
206007   30.40    30.93    59.70   102.63   118.93 
206008   12.45    18.78    51.62   101.33   105.17 
206009    9.61    10.52    43.80    82.33    91.84 
206010    9.97    12.98    47.58    88.11   107.93 
206011    9.64    20.26    41.99    82.93   106.12 
206012   16.03    16.14    50.96    90.57    91.75 
206101    6.24     9.79    50.69   107.76   123.88 
206102   12.57    16.52    58.03   110.88   131.88 
206103   34.30    37.42    75.70   117.01   125.62 
206104   20.18    22.54    72.44   107.93   109.47 
206105   27.16    37.15    66.69   121.51   124.49 
206106   24.52    25.90    52.58    95.17   135.02 
206107   27.59    30.65    59.64    95.77   102.61 
206108   16.46    16.66    54.08    93.03   100.34 
206109    7.07    13.14    43.05    92.15   108.12 
206110   12.86    13.19    45.85    87.63   126.09 
206111    9.11    20.22    43.85    69.80    70.08 
206112   15.35    24.62    59.32    91.68    93.09 
206201   12.42    15.19    53.38   122.05   148.48 
206202   17.83    22.59    66.81   125.69   141.61 
206203   36.71    38.57    77.32   114.73   116.41 
206204   25.29    27.38    64.07   103.34   106.44 
206205   23.85    29.94    57.04   109.78   113.58 
206206   19.19    24.35    57.47   107.42   115.25 
206207   24.24    29.54    61.81   105.91   115.84 
206208   28.90    32.33    61.18   109.74   134.75 
206209    4.07    10.83    44.47    77.40    77.75 
206210   11.17    18.30    46.86    94.80    95.26 
206211    7.81     8.08    40.30    81.48    84.91 
206212    2.69    21.05    50.65    86.45    99.25 
206301   15.46    16.49    49.87   120.74   132.81 
206302   11.56    16.21    56.63   121.22   149.69 
206303   26.23    30.48    69.34    94.38   111.09 
206304   23.51    28.04    69.91   113.86   124.64 
206305   21.59    28.39    57.27   114.45   118.10 
206306    9.03    11.16    48.96    90.42    95.47 
206307   13.75    14.82    59.48   102.29   117.30 
206308   15.58    25.80    52.89    96.52   113.15 
206309    9.18     9.36    38.11    80.51    94.25 
206310   11.03    14.55    46.62    94.71   118.90 
206311    6.82    13.65    53.26    93.83    96.21 
206312    7.67    20.63    49.93   124.42   128.03 
206401   10.63    11.50    51.00   157.73   168.45 
206402    8.49    22.42    47.10   106.83   114.50 
206403   29.76    33.76    68.00   120.71   131.97 
206404   28.62    29.81    55.65   110.70   115.34 
206405   11.25    22.03    60.62   119.57   120.24 
206406   13.45    17.63    47.61   127.41   142.20 
206407   21.01    25.47    57.45    91.62   112.76 
206408   22.90    22.97    50.83    87.59    94.34 
206409    8.82     9.17    40.47    91.24    95.26 
206410   16.13    16.51    39.34    81.47    93.99 
206411    7.87    15.18    44.66    70.49    73.66 
206412   14.94    18.57    47.61   122.19   144.43 
206501    9.75    12.12    43.98   126.28   156.81 
206502   22.67    26.74    52.35   130.24   148.56 
