yearmoth  min	  5th	   med	    95th     max
196803   30.92    32.58    57.08   105.97   117.87 
196804   30.46    31.84    65.20    92.85    97.64 
196805    9.24    21.51    67.16   125.21   129.06 
196806   17.50    18.87    40.49   103.25   103.28 
196807   16.98    20.82    46.33    94.97   100.81 
196808   15.12    16.51    48.43    87.57    88.69 
196809    9.46    10.42    38.07    86.95    88.57 
196810    6.44     7.09    44.14    72.22    83.89 
196811   22.18    23.16    42.93    80.76    81.56 
196812   11.33    11.74    43.96    82.45   140.69 
196901   15.96    18.10    38.87   112.11   114.33 
196902   18.46    19.94    44.72   112.56   128.16 
196903   24.65    25.81    61.07    98.47   107.58 
196904   37.77    40.16    71.86   108.94   109.17 
196905   25.24    33.05    67.92   127.56   128.26 
196906   18.34    19.36    43.18    95.25    98.25 
196907   19.63    19.66    52.04    98.96   109.57 
196908   11.27    17.49    55.78    90.01   101.10 
196909    7.81     9.89    33.67    83.35    92.99 
196910    7.58     8.36    50.92    90.95   126.09 
196911   10.11    15.91    50.67    78.85    88.69 
196912   17.49    18.92    44.04    80.26   101.62 
197001    6.07     9.41    42.71    86.09   124.89 
197002    8.55    13.62    44.19    93.73   136.72 
197003   21.72    31.80    62.40    91.84    93.35 
197004   32.24    32.60    61.66   102.21   109.17 
197005   20.32    24.37    65.91   108.15   143.36 
197006   13.16    20.65    46.24    77.81   103.95 
197007   11.96    14.55    52.75    89.71    92.75 
197008    9.06    11.62    41.32    92.47    99.05 
197009    7.30     8.65    38.81    96.59   107.53 
197010   15.93    19.64    36.29    92.24    95.51 
197011   10.49    16.56    41.90    70.93    78.54 
197012    5.40    14.31    44.08   103.01   141.62 
197101    7.90     9.80    47.34    82.02    88.22 
197102    7.88    12.77    44.87    78.92   146.00 
197103   31.05    31.61    57.71   104.28   121.69 
197104   19.91    32.30    63.18   101.07   122.14 
197105   17.69    39.99    67.81   112.77   115.17 
197106   13.79    18.30    47.40    71.75    81.41 
197107   21.08    22.30    50.64    72.94    98.64 
197108   14.63    17.05    49.13    87.37   119.33 
197109    5.71    10.28    41.08    69.61    86.45 
197110   15.37    19.69    44.52    74.19    89.74 
197111   12.22    20.35    49.54    89.68   134.33 
197112   17.03    17.86    50.05    77.19   102.57 
197201   18.53    20.55    42.85    92.30   123.29 
197202   16.83    21.12    45.32    84.72   117.99 
197203   22.89    27.84    61.47    95.12    99.18 
197204   17.28    35.47    62.10   101.33   118.26 
197205   27.06    32.86    61.83   108.56   120.52 
197206   19.24    21.14    42.80    89.91    90.88 
197207   16.16    18.11    53.21    83.94   106.26 
197208   18.77    19.33    40.69    73.52    79.66 
197209    8.22    11.06    32.75    69.96    79.28 
197210    8.80    15.57    36.96    66.31    71.32 
197211   12.29    23.48    52.70    74.15    87.78 
197212   12.88    14.63    47.30    92.07    98.78 
197301   12.40    14.56    38.89    75.01    99.51 
197302   11.60    16.07    51.61    88.81   110.47 
197303   23.49    23.73    62.14    92.87    99.80 
197304   29.67    34.68    66.08    95.73   101.59 
197305   23.04    25.98    59.89    99.83   103.63 
197306    7.93    12.43    40.91    79.11    79.12 
197307   15.79    23.85    54.72    90.17   104.95 
197308   17.37    17.82    43.90    88.63    89.52 
197309   12.80    15.50    42.23    74.50    77.84 
197310    5.28    12.07    38.50    87.77   118.54 
197311   17.44    18.21    48.55    83.01   113.24 
197312    9.81    10.07    51.24    94.59    97.78 
197401    6.20     7.20    45.89    80.11    84.01 
197402   10.07    18.53    37.40   101.80   149.20 
197403   29.47    37.45    61.42   106.22   121.60 
197404   21.56    32.31    63.94   107.06   111.99 
197405   22.22    28.28    59.04    96.98    99.74 
197406   25.05    27.36    47.05    82.92   103.27 
197407   20.13    21.40    52.09    89.22    95.88 
197408   18.05    18.45    45.84    73.80    75.70 
197409    9.33     9.91    30.86    94.59   100.99 
197410    9.86     9.91    42.17    75.32    97.57 
197411   17.77    19.60    46.71    75.69    79.25 
197412   21.60    21.79    49.28   111.97   113.56 
197501    5.74     8.24    40.53    88.68    90.78 
197502    8.55     9.53    38.57    75.40    98.12 
197503   14.15    32.89    61.26    97.13   115.21 
197504   20.38    23.69    66.43    99.41   111.13 
197505   11.03    24.18    57.99   103.74   112.82 
197506   10.29    18.86    43.39    91.58    92.23 
197507   27.97    28.17    52.07    85.79   114.63 
197508   16.61    21.25    47.66    96.30   100.11 
197509    3.35     8.51    33.26    87.39    88.03 
197510    8.39    10.65    51.00    90.76    91.67 
197511   11.32    13.68    46.41    79.03    98.69 
197512   16.49    20.69    42.17    93.51   116.29 
197601   13.46    14.76    43.21    83.01   107.10 
197602   14.28    16.52    42.98   101.36   136.07 
197603   26.05    33.10    61.38    93.54    98.67 
197604   26.01    29.70    64.07    96.21   112.00 
197605   26.92    30.59    70.85   104.97   123.84 
197606   14.01    16.56    47.25   100.98   103.21 
197607   22.59    22.95    51.32    82.67    87.26 
197608   11.75    14.69    47.38    84.12    86.55 
197609    9.08    11.64    32.82    67.53    90.37 
197610    7.00     8.54    42.13    71.57    74.00 
197611   14.65    19.78    42.53    85.16   102.49 
197612   15.87    21.14    54.72   119.44   122.90 
197701   10.94    16.31    49.05    96.74   129.77 
197702   13.85    17.92    42.22   109.55   112.84 
197703   27.79    30.26    57.37    83.22   102.14 
197704   21.51    24.71    66.58   103.03   110.32 
197705   25.84    27.47    65.31   115.10   115.27 
197706   10.88    17.82    44.16   118.32   129.00 
197707   14.20    24.80    49.99    73.06    85.92 
197708    7.87    16.57    43.90    86.21   101.55 
197709    8.80    13.79    39.19    66.60    70.00 
197710    5.20    10.60    42.67    88.52    90.75 
197711    9.48    10.70    42.24    76.12   106.75 
197712   16.58    17.40    47.08   125.73   128.17 
197801    7.82    13.48    39.63    90.35   103.98 
197802    5.40    11.18    44.17    81.21   114.21 
197803   32.16    33.33    53.98    88.41    89.74 
197804   30.13    34.01    58.61   103.92   110.45 
197805   21.05    24.65    56.84   102.27   105.89 
197806   14.65    15.48    41.05    69.36    94.24 
197807   19.44    21.86    59.20   115.51   133.97 
197808   13.15    17.34    41.76    93.70    97.18 
197809    3.68    14.77    32.41    63.42    86.66 
197810    5.66     6.85    50.30    93.51    97.73 
197811   21.07    25.59    47.13    84.63   107.89 
197812    6.36    10.58    55.86   110.53   134.59 
197901    5.27     7.33    38.93   124.83   127.48 
197902    4.58     6.79    37.97    91.52   126.26 
197903   26.03    28.68    62.54    95.83    96.63 
197904   20.43    29.09    55.58    94.20    97.00 
197905   28.60    33.31    62.73    93.42   151.44 
197906    9.84    10.50    42.96    79.25    81.25 
197907   19.77    20.59    55.76   104.70   107.95 
197908   13.32    16.00    50.69   105.18   117.36 
197909    9.34    11.94    41.77    72.97    94.67 
197910    5.66    20.51    47.50    90.83    93.10 
197911    4.49    11.36    47.81    86.22    94.47 
197912   20.38    21.56    42.29    81.56   115.92 
198001    5.56    10.04    42.08    93.34    98.92 
198002    2.66     3.17    44.43    85.04    96.91 
198003   14.67    41.67    63.10   105.75   114.59 
198004   28.68    31.29    68.56   106.54   114.43 
198005   30.67    37.93    73.69   103.17   112.33 
198006   14.93    15.72    43.79    84.24    97.45 
198007   20.11    20.67    58.47    95.70   114.44 
198008   16.86    18.43    50.94    91.60   103.79 
198009    6.72     6.84    33.52    65.29    74.32 
198010    6.35    12.02    44.16    71.29    77.42 
198011   17.72    20.74    50.79    89.36    90.69 
198012   11.41    15.31    47.79    84.72   107.18 
198101    8.48    12.10    32.76   102.70   111.54 
198102    6.98     8.02    42.72    89.53    96.46 
198103   17.95    18.29    57.50    99.88   105.49 
198104   21.65    25.21    68.75    93.47   110.69 
198105   25.99    28.53    65.64   135.33   139.09 
198106   14.84    16.78    45.20    87.42   103.56 
198107   19.18    27.13    52.69    98.93   100.17 
198108   21.60    25.49    50.29    97.22   104.95 
198109    9.79    14.29    35.89    73.14    79.85 
198110    9.10     9.56    41.88    68.71    85.50 
198111   10.09    11.69    45.27    68.49    79.84 
198112   18.65    25.27    54.85   104.75   133.89 
198201   13.34    15.53    41.88    80.66    82.78 
198202   21.43    23.70    56.96   101.09   103.66 
198203   26.06    31.16    61.18    95.43   105.39 
198204   30.47    32.74    64.70   102.99   104.03 
198205   30.77    32.06    64.76   114.00   129.13 
198206   15.85    18.64    45.85    76.92    98.59 
198207   18.22    25.15    61.49   101.59   124.70 
198208   12.95    31.31    51.95    99.44   108.34 
198209    7.10     8.29    38.83    87.78    89.62 
198210    7.90    11.25    44.97    92.77    94.75 
198211   25.12    28.64    51.42    82.08    88.15 
198212   10.71    12.08    53.41   109.99   125.27 
198301   17.79    17.89    52.05   131.11   144.06 
198302    6.15    16.46    53.56    97.75   147.04 
198303   37.35    42.52    66.28    98.31   107.45 
198304   30.09    33.26    68.01   103.66   104.75 
198305   20.27    31.13    70.65   107.37   120.76 
198306   18.49    19.32    47.75    94.03   102.18 
198307   18.98    20.04    50.70    80.11    84.17 
198308   18.78    19.13    40.73    81.90    87.80 
198309    4.72    14.16    41.67    76.09    94.31 
198310    8.68    13.34    37.52    68.68    79.67 
198311   18.03    23.46    49.16    82.10    88.58 
198312    3.88    11.26    43.82    87.55   138.55 
198401    8.08    12.43    44.76   110.09   118.15 
198402    3.30     9.94    40.98    73.69    94.26 
198403   30.10    34.03    56.81    86.47    86.93 
198404   30.84    42.90    72.31   113.02   123.37 
198405   23.54    32.12    57.71   104.21   111.90 
198406   10.56    15.82    40.38    75.74    77.57 
198407    8.88    11.85    51.88   108.38   155.49 
198408   12.17    14.78    48.10    86.84    96.53 
198409    5.64    11.57    35.69    78.27    78.39 
198410   13.36    13.40    38.98    85.64   103.19 
198411   14.58    16.72    39.14    74.43    86.80 
198412   10.40    13.09    40.81   120.69   131.08 
198501   14.80    16.88    53.14   127.26   131.30 
198502    9.88    20.93    39.28    99.26   100.82 
198503   31.80    39.38    61.61   105.52   115.67 
198504   14.93    18.36    64.70    96.76   112.72 
198505   24.58    31.37    57.77   108.64   109.87 
198506   18.20    19.18    38.35    81.98   105.21 
198507   13.21    19.30    55.32    87.60   118.23 
198508   11.97    19.63    45.35    86.34    95.10 
198509    8.00    10.44    35.51    75.10    86.74 
198510    3.97     4.41    38.02    88.14    93.47 
198511    0.53     9.26    41.82    88.78    89.99 
198512   11.85    12.22    42.81    76.35   117.80 
198601    5.16    10.14    33.47    68.82   106.80 
198602   12.57    19.91    46.29   100.16   105.72 
198603   15.24    18.57    59.43   102.79   149.35 
198604   20.24    23.28    65.90    87.73    90.33 
198605   24.14    26.51    50.70   108.37   143.35 
198606    7.82    12.27    38.38    88.61   101.92 
198607   25.03    29.27    56.40    98.75    98.85 
198608   13.73    18.86    48.75    80.12    81.59 
198609    9.89    15.53    38.99    70.57    78.11 
198610    5.79    12.15    34.15    85.26    96.42 
198611   12.37    19.40    42.60    76.03   102.63 
198612   17.46    17.50    47.04    99.98   116.00 
198701    9.58    18.23    40.84    81.19    88.90 
198702   14.99    16.82    48.96    78.66   114.57 
198703   27.27    30.72    55.43   108.03   112.50 
198704   15.67    28.37    57.38    92.06   100.54 
198705   24.14    27.45    63.21   104.99   121.65 
198706   12.19    13.73    39.89    81.13    93.49 
198707   18.74    21.22    52.94    94.79    97.86 
198708   12.37    17.20    47.59    93.42    95.85 
198709    9.19    11.63    37.77    72.26    77.90 
198710   16.23    16.99    46.09    92.78   112.07 
198711    6.02    21.00    45.85    92.66   105.03 
198712   13.05    14.60    47.78    94.75   106.31 
198801    7.35     8.59    43.26   108.38   116.77 
198802    5.17    17.52    52.44    94.42   113.47 
198803   20.08    40.44    69.15   102.29   109.72 
198804   35.72    39.17    62.63   108.36   110.08 
198805   23.99    36.68    67.25   109.62   113.62 
198806   12.50    16.75    43.46    72.10    89.52 
198807   16.86    21.49    54.51    94.69   109.23 
198808   17.97    26.11    42.14    79.38    96.03 
198809   10.96    12.17    35.68    77.51    77.80 
198810    7.46    11.85    43.38    91.97   106.46 
198811   13.55    19.45    46.45    82.70    83.06 
198812   20.95    21.39    44.49   106.45   112.30 
198901    7.67    11.13    37.83    91.59   131.68 
198902   10.88    13.19    39.58    82.29    91.47 
198903   19.83    22.94    59.01    86.25    94.74 
198904   23.54    32.42    59.97   114.82   130.18 
198905   33.72    33.82    67.95    99.02   103.27 
198906   11.87    12.21    42.01    62.31    84.54 
198907   18.60    19.94    51.99    83.35    87.89 
198908   16.30    16.83    39.50    90.92    92.54 
198909    9.75    10.61    33.82    59.45    62.26 
198910   11.98    15.34    35.12    71.08    84.42 
198911    4.36    19.49    40.62    67.28    71.76 
198912   17.61    24.97    53.88   129.22   145.21 
199001   11.58    12.26    43.43   102.82   134.66 
199002    6.36    10.42    53.66   109.54   118.60 
199003   23.50    25.82    53.92    96.47   104.56 
199004   35.06    39.16    65.24   104.05   106.66 
199005   19.22    23.17    52.68    95.93   121.12 
199006   18.51    19.02    44.16    83.03    90.10 
199007   20.32    22.00    55.20    99.25   113.48 
199008   22.32    22.78    56.22    86.28   120.71 
199009    8.74    15.26    34.22    62.68    68.20 
199010   15.89    18.78    44.01    81.10    86.58 
199011    7.73    14.95    45.24    81.39    93.69 
199012   12.03    16.83    39.91    90.95   106.08 
199101    1.59    12.48    44.01    86.88    92.95 
199102   14.29    21.94    46.83    70.64    74.31 
199103   29.75    32.37    63.31    97.28   101.98 
199104   12.87    29.11    66.99    97.26   114.02 
199105    8.80    23.28    67.00   102.05   111.85 
199106   20.89    21.62    42.09    84.82    86.49 
199107   22.10    22.91    54.05    87.28   112.01 
199108   14.20    15.01    45.69    97.03    97.81 
199109    5.60     8.72    36.32    89.72    95.75 
199110   16.16    16.54    38.48    80.92    82.40 
199111    7.76    14.27    51.40    79.66   103.03 
199112   16.88    22.91    43.12   106.23   112.64 
199201    8.71     9.51    39.16    88.77   119.80 
199202   10.69    14.28    49.04   123.52   130.67 
199203   33.16    37.71    59.72    80.14    81.41 
199204   37.37    37.43    75.48    99.83   100.24 
199205   29.30    30.04    64.43   116.27   118.16 
199206    9.20     9.79    48.56    82.73    92.20 
199207   16.61    21.39    45.85    97.83   110.42 
199208   17.62    21.07    45.02    76.40    84.78 
199209    7.24     7.33    38.65    68.58    75.87 
199210   17.72    18.07    44.09    93.20    94.19 
199211   11.03    17.47    43.34    70.30    72.72 
199212    8.65    22.41    46.07   117.29   187.31 
199301   13.23    14.54    41.70    91.45   135.79 
199302    8.31    12.47    47.71   108.24   115.62 
199303   34.06    37.21    64.44    85.78    88.84 
199304   33.09    38.51    73.57   112.49   117.69 
199305   15.55    39.36    68.58   123.10   126.25 
199306    4.71    17.90    41.94   103.40   108.31 
199307   26.87    28.47    53.11   101.97   105.29 
199308   10.49    20.19    45.51    74.20    90.02 
199309    6.16    11.24    41.54    72.75    78.49 
199310    9.06    11.93    45.88    76.35   104.85 
199311   12.40    13.34    39.46    86.67   124.95 
199312   10.13    12.11    41.57   120.85   158.12 
199401    6.01     7.37    40.88   106.16   151.70 
199402    7.17    10.42    36.62    82.85    82.94 
199403   20.28    21.46    63.02   107.86   117.80 
199404   24.33    29.40    59.98    93.45   101.14 
199405   23.75    26.13    56.96   128.30   132.00 
199406    9.52    12.05    41.38    91.21    98.89 
199407   19.17    22.17    49.67    89.69    92.28 
199408   22.55    26.09    55.13   101.12   102.73 
199409    6.71    13.20    37.52    74.36    78.79 
199410    9.94    13.20    39.86    72.64    92.45 
199411   16.90    17.99    41.14    74.07    77.75 
199412   19.07    20.54    46.31   108.30   116.02 
199501   14.88    18.61    46.89    81.18    95.28 
199502   10.13    14.37    38.20    96.49   139.20 
199503   23.38    42.51    63.07    96.65   104.71 
199504   28.36    30.86    57.37    88.73    96.44 
199505   12.59    24.82    63.55   126.68   140.32 
199506    4.54    11.09    47.56   106.25   111.61 
199507   22.42    33.46    58.24   113.74   116.39 
199508   17.50    20.36    44.48    80.60    85.61 
199509   12.94    13.98    37.07    68.05    79.38 
199510   18.96    20.02    53.39    86.89    92.01 
199511   12.13    13.55    48.69    78.26    81.08 
199512   11.53    16.14    40.62    83.49    84.20 
199601   11.82    13.52    41.44   101.54   111.55 
199602   13.07    16.22    39.91    95.52    96.42 
199603   20.94    28.70    58.04   104.97   115.34 
199604   18.83    38.90    67.42    93.72    94.75 
199605   13.23    17.83    63.16   105.02   111.79 
199606   12.71    14.86    33.20    98.63   120.18 
199607   23.11    25.70    56.21    97.38   120.12 
199608   18.40    20.48    45.34    78.62    98.13 
199609    9.94    10.88    37.00    92.02   101.74 
199610    7.77     9.38    39.27    80.95    93.52 
199611   26.77    27.70    54.79    80.39    81.72 
199612   14.93    24.36    52.29   118.98   151.26 
199701    5.77    12.12    50.14    84.63   123.30 
199702   19.38    20.81    52.18    88.25    90.48 
199703   28.15    35.30    61.98    98.16   108.49 
199704   37.38    40.49    68.58    96.57   101.84 
199705   38.68    41.23    67.59   109.63   111.66 
199706   12.47    16.45    49.35    97.35    98.99 
199707   20.72    25.60    55.03    98.91   107.23 
199708   13.60    19.32    48.00   102.15   102.26 
199709    6.66     7.06    37.59    72.66    76.13 
199710   12.95    20.35    40.19    95.24   109.91 
199711   13.88    17.64    47.17    75.53    79.02 
199712   21.09    25.13    41.03   105.86   113.20 
199801    6.13    10.96    48.58    83.09   123.84 
199802   23.24    23.63    36.91    81.15    98.72 
199803   16.30    21.22    70.82    96.46   100.64 
199804   28.81    36.63    66.78   100.95   102.96 
199805   23.62    23.69    69.49   102.39   120.37 
199806   13.03    13.20    48.05    86.23   124.75 
199807   22.13    24.01    52.42    94.61   103.10 
199808   10.49    15.20    53.08    92.79    98.89 
199809    7.11     8.67    37.97    70.49    78.81 
199810    5.89     7.83    40.07    84.80    96.29 
199811   14.22    16.20    48.91    87.67   104.48 
199812   15.85    22.15    46.99   100.79   109.01 
199901   10.92    11.13    41.41    81.01    81.95 
199902    2.55    11.02    43.54   113.45   131.88 
199903   22.91    23.29    63.07    93.30    99.48 
199904   41.02    42.02    71.32   101.40   108.89 
199905   15.23    19.89    65.40   111.33   115.25 
199906   15.80    16.47    41.79    92.18    98.13 
199907   19.98    20.82    51.77   105.87   119.56 
199908   12.99    16.01    49.28    93.54   100.88 
199909    7.44     9.26    40.83    81.42    97.07 
199910    8.43    18.24    43.46   103.60   117.92 
199911    1.61    10.43    45.39    80.71    89.02 
199912    4.52    11.00    50.46    97.61   116.30 
200001    4.25    18.07    49.66   118.62   129.59 
200002   12.22    14.77    42.16    95.65   125.61 
200003   22.51    23.62    57.84    83.42    88.39 
200004   14.74    28.67    63.72    88.94    90.99 
200005   27.10    27.52    66.57    96.44   101.67 
200006   12.16    14.23    42.51    68.80    89.51 
200007   20.75    26.89    54.05    93.53    96.74 
200008   16.33    20.11    52.53    98.85   101.06 
200009    5.19    10.28    38.25    87.89    89.22 
200010   12.96    15.25    43.64    70.74    78.72 
200011   10.92    17.96    50.69    89.91    91.25 
200012   16.39    19.51    51.12   104.33   150.32 
200101    7.10    12.25    43.11    93.26    98.16 
200102    5.30    11.90    44.24    85.76    86.50 
200103   26.18    30.40    52.51    82.75    87.10 
200104   25.43    30.47    64.63    99.92   107.82 
200105   14.97    30.31    62.22   124.69   127.62 
200106   15.66    20.08    38.81    80.31    82.39 
200107   22.19    24.33    52.23    86.42    91.15 
200108   13.82    14.12    46.35   104.44   106.29 
200109    8.77    10.01    36.54    82.02    86.52 
200110    5.14    10.43    44.75    85.75    87.17 
200111    9.76    13.76    44.25    72.88    76.05 
200112   14.12    22.82    45.01   112.69   154.00 
200201   10.33    21.77    44.66   102.76   104.73 
200202   10.02    14.80    39.56    89.17    93.52 
200203   22.71    29.55    63.77   106.46   133.98 
200204   10.84    21.06    58.23    97.34   106.71 
200205   27.76    29.15    60.28    87.78    92.08 
200206    9.97    15.73    45.10    73.16    78.92 
200207   21.93    23.32    49.19    85.47    85.91 
200208    9.30    16.70    49.43    86.86    96.50 
200209    8.25     8.42    38.49    89.68    94.88 
200210    7.55    10.36    44.92    81.22    93.89 
200211   17.83    17.88    49.24    90.09   107.72 
200212   10.66    18.81    47.94   101.12   111.73 
200301    4.39    12.58    55.49   101.91   120.33 
200302   15.42    21.99    53.36    97.33   116.28 
200303   25.65    28.58    63.82    87.82    96.80 
200304   28.50    34.36    66.94    92.35   131.98 
200305   23.23    27.13    68.28   132.40   132.81 
200306   12.47    14.61    41.11    91.11   101.52 
200307    5.42    21.67    51.69    98.05   104.47 
200308   13.50    14.22    46.60    89.71   101.64 
200309   10.02    10.17    39.38    88.04    99.65 
200310    9.82    25.54    49.80    84.67   111.89 
200311   17.28    19.43    43.79    74.33    85.60 
200312   14.11    14.53    45.27   126.01   140.32 
200401    9.09    12.94    47.66   121.14   128.39 
200402   10.02    11.05    45.10    94.15   103.49 
200403   20.08    28.05    56.23   114.27   114.45 
200404   20.46    32.87    66.05   111.73   114.96 
200405   21.05    30.72    67.59    99.70   106.51 
200406    9.66    13.46    49.21    84.28   107.31 
200407   16.37    21.87    59.75    97.72    98.47 
200408   19.06    19.35    46.74    86.11    95.79 
200409    5.67    10.10    31.56    72.96    76.02 
200410    9.61    18.08    45.36    81.58   101.56 
200411   10.34    17.89    43.95    82.06    83.85 
200412   11.63    13.03    49.46   114.48   120.18 
200501   14.98    15.20    44.98    95.15   103.41 
200502   16.02    16.60    48.96   124.42   162.42 
200503   17.29    29.74    63.87    96.54    98.34 
200504   16.99    25.38    61.80    94.03    96.58 
200505   15.87    16.45    60.81   128.65   138.32 
200506   16.40    17.13    48.61    88.61    94.14 
200507   27.89    33.73    56.49    94.95   119.22 
200508   12.74    18.75    48.42    89.81    92.82 
200509    9.74    10.31    32.10    86.77   101.95 
200510    5.60     7.14    37.30    75.96    90.92 
200511   15.97    18.37    45.71    99.40   113.30 
200512   14.14    18.53    42.71   125.97   170.19 
200601    5.75    13.90    44.96   117.52   153.52 
200602   19.93    22.75    44.46    80.77   109.81 
200603   22.61    24.63    49.76   103.56   107.64 
200604   25.82    33.92    62.76   122.30   127.33 
200605   24.16    26.12    64.90   108.55   119.35 
200606   15.73    16.04    43.06    87.85    89.29 
200607   23.11    24.46    55.30    96.20   104.17 
200608    8.11    15.82    45.01    97.58   104.31 
200609    8.17    15.80    39.85    93.24   106.03 
200610    9.84    11.18    47.77    90.58    96.06 
200611   14.20    21.28    43.14    85.04   100.17 
200612   10.74    11.54    51.71    86.73    97.24 
200701    9.46    13.89    49.37    89.91   117.61 
200702   17.19    20.60    42.64    97.51    99.84 
200703   19.77    33.18    60.17    95.30   102.63 
200704   25.58    29.17    61.88    97.18   105.08 
200705   21.29    25.08    61.08   128.62   156.58 
200706   17.05    19.16    49.02    93.39   113.60 
200707   18.40    24.95    59.05   113.09   166.49 
200708   13.22    17.99    52.79   107.00   109.36 
200709   11.87    13.16    35.12    79.43    90.82 
200710    8.49    13.45    43.85    86.07    86.58 
200711   19.52    21.31    39.86    79.03    84.57 
200712   10.97    27.41    56.02   109.72   126.80 
200801    9.20    15.44    41.81    82.12   100.28 
200802   15.48    17.73    35.99    77.01    96.78 
200803   27.04    30.70    63.11    98.57   116.15 
200804   24.09    32.15    68.57   104.36   117.59 
200805   30.41    35.82    76.11   110.56   122.45 
200806    7.21     9.71    50.11    85.91   106.12 
200807   21.59    24.21    56.10   101.75   112.58 
200808   17.21    17.67    48.94    85.59    87.20 
200809    4.70     6.04    34.50    63.51    84.13 
200810   17.80    19.01    43.05    84.32    95.50 
200811   12.63    20.45    44.86    74.26    77.34 
200812    3.90    10.92    54.28   107.39   109.82 
200901    4.21     8.49    37.36    89.71    98.92 
200902   13.70    18.50    42.22   108.67   109.89 
200903   30.94    31.84    56.63   107.47   128.06 
200904   25.51    26.48    66.81   110.36   115.52 
200905    9.34    23.89    63.97   112.69   128.69 
200906   11.87    13.00    45.35    89.21   116.01 
200907   18.70    22.89    48.34   119.29   122.10 
200908   11.81    12.52    47.96    73.45    88.33 
200909    3.40     4.83    33.94    81.65    82.00 
200910   11.05    13.11    41.24    82.86    97.90 
200911    5.92     9.01    45.15    73.70    77.37 
200912    7.96    12.20    47.57   135.42   137.31 
201001   14.99    19.38    51.97    97.37   169.65 
201002   12.93    15.89    48.30    97.18    98.82 
201003   21.17    26.71    66.70    92.26   119.49 
201004   22.81    35.42    60.42   106.22   118.80 
201005   27.36    35.52    68.11   111.30   121.67 
201006   11.27    13.83    43.48    88.52    90.10 
201007   12.78    25.32    65.10   116.92   118.13 
201008   13.49    13.83    44.98    95.17    99.43 
201009    3.86     4.86    38.02    76.84    88.23 
201010   10.87    11.26    49.15    72.51    91.54 
201011    3.33     9.67    43.80    79.54    97.42 
201012   15.31    18.39    44.36    81.84    94.70 
201101   15.13    16.22    38.22    86.01    87.52 
201102   20.07    24.62    47.96    87.88    98.26 
201103   25.76    28.97    57.85    99.05   101.39 
201104   23.70    34.79    63.56    94.05    94.50 
201105   28.44    29.50    52.85    98.92   111.12 
201106   12.38    16.90    42.64    95.63   142.97 
201107   15.37    24.84    55.07    99.03   136.50 
201108    8.66    16.18    46.15    76.99    81.47 
201109    1.51     2.97    42.09    74.68   105.91 
201110    8.11    16.71    40.25    72.01    77.29 
201111   18.30    21.54    43.52    70.15    76.38 
201112    9.95    17.45    52.32   110.81   128.92 
201201    9.97    10.98    41.80    94.88   110.61 
201202    4.79     7.73    46.91    80.57    99.09 
201203   23.08    27.93    55.19    88.27    89.01 
201204   13.04    25.38    69.21   103.56   117.50 
201205   20.46    30.79    70.27   111.79   112.37 
201206   10.40    13.75    46.54    87.28    95.28 
201207   23.91    27.67    54.04    94.19    95.29 
201208   15.06    16.84    44.51    69.70    84.98 
201209    5.46     7.65    39.06    82.58    83.07 
201210    6.92    14.00    46.72    90.71    97.36 
201211   20.89    21.33    50.22    91.43    95.84 
201212   11.75    13.90    48.75   107.40   121.20 
201301   11.96    16.05    36.71    83.89   133.38 
201302   14.51    15.04    42.12   103.06   114.54 
201303   30.80    32.18    70.41    98.87   100.05 
201304   22.13    23.74    57.47    98.82   101.19 
201305   24.87    25.24    61.87   102.43   108.27 
201306   14.31    18.41    53.85   105.04   110.14 
201307   22.75    32.09    53.93    92.03   123.86 
201308   12.01    21.91    54.93    99.28    99.30 
201309    6.90    14.15    42.37    65.07    83.20 
201310   10.64    14.26    48.73    95.32   100.10 
201311    7.25    14.08    48.50    87.22    95.17 
201312    3.95    14.00    49.61   108.34   112.81 
201401   15.21    19.38    43.90   115.05   121.36 
201402   15.62    15.86    51.97    97.17   109.48 
201403   34.29    36.64    63.67    87.80   117.52 
201404   25.22    34.86    60.37   107.00   112.49 
201405   30.85    32.54    70.46   131.06   135.31 
201406   15.43    15.76    46.34    95.82   117.13 
201407   30.23    30.71    55.64    95.99   127.53 
201408   16.13    19.83    51.45    94.12    97.82 
201409    6.86    10.76    32.13    84.35   114.11 
201410   15.76    18.38    41.48    88.10    97.19 
201411    2.82    10.98    45.73    89.43    93.19 
201412    8.26     8.95    53.57    98.14   105.75 
201501   16.76    16.91    52.83   102.68   112.64 
201502   17.80    24.86    49.53    90.10   108.78 
201503   34.15    38.08    61.57    91.93   101.73 
201504   14.42    23.89    61.22    88.79    89.00 
201505   17.69    23.68    56.51   100.82   106.10 
201506   16.37    19.83    39.33    93.94    96.20 
201507   12.36    24.82    53.66   116.64   124.95 
201508   11.39    16.44    47.67    81.16    87.68 
201509    5.18     5.66    38.27    86.12   111.28 
201510   11.79    12.00    40.28    95.78   114.83 
201511   15.60    16.24    44.20    86.13    97.99 
201512   16.94    17.59    47.01    78.52   152.08 
201601    6.60     8.95    37.08    78.33   133.35 
201602    4.62    19.65    58.20    97.06   101.43 
201603   27.74    30.37    61.90   100.83   112.33 
201604   18.96    19.84    61.21   107.08   109.56 
201605   28.82    33.79    55.66   115.98   120.06 
201606    9.45    18.68    43.55    84.54    87.36 
201607   18.63    27.10    61.52    89.57   100.43 
201608   17.73    19.26    53.38    85.03   108.11 
