yearmoth  min	  5th	   med	    95th     max
196806  280.76   281.05   282.57   284.50   284.62 
196807  284.49   284.93   286.48   288.11   288.41 
196808  284.85   285.08   286.34   287.89   288.09 
196809  279.91   279.94   281.76   283.59   283.91 
196810  273.00   273.19   275.31   278.04   278.26 
196811  263.93   264.87   268.37   271.12   271.62 
196812  253.27   255.42   260.09   264.97   268.70 
196901  251.36   254.23   259.49   263.77   265.77 
196902  255.05   255.30   261.62   267.35   267.35 
196903  260.22   261.52   265.84   269.75   270.53 
196904  266.77   267.53   271.04   274.05   274.26 
196905  275.33   275.36   277.31   279.61   279.72 
196906  280.26   280.78   282.27   283.48   283.57 
196907  284.03   284.04   286.09   287.51   287.86 
196908  284.58   284.83   286.17   287.53   288.04 
196909  279.89   280.13   281.50   282.95   283.23 
196910  272.65   272.86   275.83   277.58   278.32 
196911  263.78   264.83   268.10   270.95   271.11 
196912  252.62   253.14   260.29   263.69   265.77 
197001  252.48   253.58   259.29   263.93   264.66 
197002  257.64   257.68   261.71   266.43   267.61 
197003  259.78   260.78   266.02   269.64   270.28 
197004  266.17   267.16   271.17   274.74   275.03 
197005  274.43   275.22   277.54   279.16   279.47 
197006  279.75   280.52   282.42   284.36   284.63 
197007  283.73   284.01   286.03   287.65   287.75 
197008  283.80   284.75   286.04   287.40   287.66 
197009  280.09   280.21   281.56   283.40   283.62 
197010  272.81   273.21   275.09   277.48   277.91 
197011  264.19   264.69   268.32   270.28   270.31 
197012  254.90   255.43   260.62   265.99   267.12 
197101  252.14   252.91   258.41   262.73   265.20 
197102  253.99   256.03   262.42   266.51   267.42 
197103  259.47   262.38   266.12   270.34   270.37 
197104  266.16   268.08   271.14   274.50   274.65 
197105  275.80   275.92   277.67   279.37   280.10 
197106  281.29   281.35   282.60   284.58   285.08 
197107  284.47   285.15   286.38   288.09   288.46 
197108  284.84   284.88   286.21   287.80   287.99 
197109  279.94   280.45   281.84   283.48   283.50 
197110  272.84   273.00   275.24   277.71   278.40 
197111  262.00   264.73   268.36   271.36   272.29 
197112  252.27   254.76   259.98   266.23   267.59 
197201  250.88   254.39   258.53   263.24   265.59 
197202  251.64   256.88   262.05   266.13   268.25 
197203  261.23   261.78   265.59   269.47   270.13 
197204  266.20   266.32   271.34   272.83   273.96 
197205  274.39   275.04   277.66   279.52   279.77 
197206  280.34   280.48   282.31   284.12   284.13 
197207  284.52   284.61   286.62   287.70   287.99 
197208  284.04   284.12   286.23   287.33   287.57 
197209  280.04   280.29   281.85   283.09   283.13 
197210  272.49   273.60   274.81   277.17   277.29 
197211  264.22   264.73   267.80   271.54   272.42 
197212  252.94   255.44   260.94   265.46   265.97 
197301  252.81   254.35   259.15   264.19   264.34 
197302  255.75   257.33   262.98   266.56   267.36 
197303  261.61   261.67   266.28   269.38   269.53 
197304  267.44   267.62   271.34   273.68   274.23 
197305  275.09   275.10   277.66   279.38   279.73 
197306  281.09   281.12   282.82   284.41   284.91 
197307  284.70   284.85   286.70   288.20   288.29 
197308  285.12   285.24   286.53   287.60   287.64 
197309  280.12   280.37   281.95   283.65   284.05 
197310  272.82   273.52   275.70   277.12   277.26 
197311  263.27   264.37   268.65   271.32   272.44 
197312  254.51   255.24   261.12   266.52   268.36 
197401  252.03   253.15   259.05   264.51   265.36 
197402  254.22   258.53   263.42   266.15   267.60 
197403  261.52   261.99   267.11   270.02   270.09 
197404  267.70   268.10   271.59   273.61   273.98 
197405  275.12   275.99   277.79   279.58   279.82 
197406  280.75   280.82   282.57   284.28   284.37 
197407  282.73   284.53   286.67   288.27   288.36 
197408  285.16   285.36   286.13   287.51   288.03 
197409  279.81   280.09   281.38   282.63   283.46 
197410  272.68   272.80   275.26   277.07   277.85 
197411  265.53   265.63   268.63   271.92   272.37 
197412  254.92   255.74   260.38   264.01   264.92 
197501  252.59   253.91   258.67   264.14   264.43 
197502  256.46   257.08   262.04   267.29   268.68 
197503  260.60   261.58   266.39   269.34   269.59 
197504  269.00   269.11   271.86   274.57   275.03 
197505  275.71   275.80   277.69   279.80   280.48 
197506  280.35   280.94   282.57   284.20   284.57 
197507  284.58   284.82   286.39   287.57   287.58 
197508  284.98   285.04   286.38   287.21   287.57 
197509  278.83   279.48   281.26   282.27   282.43 
197510  272.22   272.48   275.14   277.63   277.63 
197511  264.19   264.19   268.53   271.64   271.95 
197512  254.09   256.40   261.22   265.70   268.18 
197601  251.42   253.48   258.87   263.02   265.09 
197602  256.65   256.85   262.18   267.41   268.64 
197603  259.76   262.73   266.57   269.84   270.23 
197604  267.82   267.89   271.74   274.57   275.07 
197605  275.25   275.68   277.73   279.99   280.55 
197606  279.56   280.10   282.18   284.18   284.88 
197607  284.09   284.27   286.40   288.67   288.90 
197608  284.67   285.17   286.29   287.16   288.35 
197609  279.95   280.35   281.62   283.09   283.11 
197610  270.55   273.16   275.58   277.53   277.65 
197611  264.97   265.58   268.03   270.44   271.50 
197612  256.53   256.55   261.09   266.11   266.89 
197701  252.16   253.05   259.95   264.57   264.79 
197702  255.04   255.56   262.41   266.76   267.98 
197703  259.90   261.36   265.98   270.12   270.73 
197704  265.80   266.69   271.42   274.19   274.73 
197705  275.19   275.55   277.67   279.73   279.83 
197706  278.94   280.66   281.99   284.02   284.65 
197707  283.50   284.33   286.31   287.99   288.04 
197708  284.36   284.44   286.47   287.99   288.59 
197709  280.16   280.53   281.81   282.78   283.02 
197710  272.86   273.73   275.74   276.97   277.20 
197711  264.98   265.02   268.34   270.76   272.55 
197712  255.74   255.86   261.89   265.74   266.22 
197801  252.37   253.15   259.42   264.92   265.32 
197802  254.40   255.81   263.14   267.42   269.27 
197803  260.94   262.36   266.90   270.37   271.33 
197804  268.73   268.75   272.12   274.93   275.89 
197805  275.99   276.11   278.04   279.41   279.71 
197806  279.50   280.89   282.69   284.06   284.57 
197807  284.33   285.50   286.96   288.49   288.89 
197808  284.18   285.00   286.23   287.36   287.89 
197809  280.20   280.29   281.73   283.32   283.37 
197810  273.09   273.37   275.43   277.34   277.51 
197811  262.98   264.83   268.75   271.70   272.38 
197812  256.28   256.71   261.34   266.94   267.30 
197901  253.05   254.43   260.46   265.65   265.88 
197902  256.15   257.49   263.15   267.88   268.09 
197903  259.49   261.05   266.83   270.32   271.28 
197904  268.53   269.03   271.64   274.60   275.98 
197905  275.51   276.13   277.93   279.74   280.13 
197906  280.66   280.75   282.65   284.33   284.73 
197907  285.09   285.48   286.91   288.62   288.94 
197908  284.18   285.11   286.53   287.89   288.19 
197909  279.72   279.99   282.06   283.68   284.60 
197910  273.63   273.64   275.48   277.80   278.06 
197911  264.10   264.21   268.12   271.20   271.84 
197912  255.52   255.63   261.44   264.97   267.51 
198001  253.92   254.27   259.95   266.98   267.32 
198002  255.09   255.64   263.81   267.41   267.45 
198003  261.14   261.35   267.18   271.39   271.41 
198004  268.72   269.07   272.05   273.44   274.03 
198005  275.36   275.45   277.83   279.67   280.34 
198006  280.58   280.89   282.54   284.57   284.76 
198007  285.03   285.10   286.66   288.48   288.51 
198008  284.74   285.23   286.61   287.43   287.61 
198009  280.10   280.74   281.84   283.41   283.52 
198010  272.67   273.07   275.70   277.65   277.82 
198011  263.71   264.39   268.12   271.70   272.46 
198012  255.38   256.54   261.21   264.70   264.88 
198101  254.16   254.32   259.01   264.66   264.90 
198102  255.18   256.09   263.00   267.59   268.29 
198103  260.10   262.98   266.88   270.66   272.33 
198104  267.93   269.83   272.36   275.75   275.79 
198105  275.97   276.22   278.18   280.02   280.51 
198106  280.95   281.42   282.80   284.32   284.77 
198107  284.73   285.12   286.90   288.27   288.51 
198108  285.90   285.96   286.60   287.89   288.33 
198109  279.84   280.26   281.86   283.00   283.02 
198110  273.71   273.76   276.08   277.50   278.00 
198111  264.64   264.80   269.10   271.71   273.27 
198112  252.13   256.65   261.42   265.10   265.14 
198201  253.17   253.29   259.21   264.63   267.05 
198202  254.77   255.42   262.76   267.75   269.65 
198203  262.52   262.78   266.86   270.22   270.55 
198204  267.59   269.61   271.73   274.11   276.20 
198205  275.77   276.52   278.21   279.73   279.99 
198206  280.89   281.50   282.68   284.47   284.82 
198207  284.44   284.57   286.44   287.93   288.46 
198208  284.63   284.97   286.42   287.87   288.13 
198209  279.81   280.10   281.52   283.26   283.64 
198210  272.39   272.81   275.59   277.79   278.01 
198211  262.68   263.93   268.09   270.92   271.38 
198212  256.09   256.19   260.06   265.01   265.96 
198301  252.51   252.65   258.84   264.89   266.36 
198302  254.84   256.04   263.96   268.52   269.20 
198303  261.11   261.80   266.22   270.59   271.44 
198304  266.32   268.21   271.19   273.50   274.06 
198305  274.20   275.22   277.30   279.10   279.20 
198306  279.58   280.59   282.38   284.19   285.50 
198307  284.34   284.44   286.29   287.62   287.65 
198308  283.91   284.95   285.91   287.10   287.19 
198309  279.78   280.00   281.39   283.04   283.37 
198310  271.95   273.32   275.42   276.95   277.02 
198311  262.52   263.40   267.68   270.77   271.10 
198312  251.94   253.74   259.80   265.83   265.83 
198401  252.70   253.58   258.62   264.19   264.33 
198402  253.94   255.33   261.72   266.57   267.03 
198403  257.75   260.77   266.41   271.02   271.31 
198404  267.43   268.02   271.50   274.71   274.87 
198405  273.94   274.89   277.53   279.01   279.45 
198406  280.26   280.35   282.75   284.18   284.85 
198407  284.19   284.82   286.49   287.66   287.83 
198408  283.99   284.47   286.58   287.46   288.06 
198409  279.51   280.85   281.90   283.04   283.68 
198410  272.29   272.79   275.29   277.68   278.47 
198411  261.75   264.31   268.07   270.51   271.15 
198412  255.28   255.95   260.67   264.58   265.33 
198501  250.38   254.05   259.65   264.40   265.14 
198502  255.24   256.09   262.51   267.95   267.95 
198503  262.84   264.18   266.62   270.83   270.86 
198504  266.10   268.69   272.03   275.57   276.32 
198505  275.81   276.14   277.77   279.94   280.02 
198506  280.72   281.06   282.63   284.18   284.45 
198507  284.85   285.04   286.81   287.91   287.97 
198508  285.38   285.57   286.67   287.84   287.94 
198509  279.93   280.04   282.07   283.35   283.58 
198510  273.45   273.80   275.55   276.89   278.29 
198511  264.11   264.41   269.01   271.12   271.90 
198512  254.18   257.03   260.93   266.54   268.77 
198601  253.72   254.02   259.22   265.89   266.89 
198602  255.05   256.64   263.21   267.48   267.48 
198603  261.98   262.12   267.38   270.75   272.18 
198604  269.69   269.79   272.30   275.41   276.13 
198605  275.84   276.08   278.12   280.12   280.56 
198606  280.85   281.42   282.98   284.81   286.65 
198607  285.02   285.18   287.07   288.60   288.80 
198608  285.54   285.57   286.56   287.85   287.86 
198609  279.58   280.46   282.08   283.31   283.48 
198610  272.94   273.50   275.43   277.77   277.79 
198611  264.69   265.75   267.85   270.99   271.80 
198612  255.87   256.55   261.61   266.49   267.67 
198701  255.04   255.05   259.75   265.08   265.88 
198702  252.42   257.37   262.26   267.06   268.24 
198703  260.26   260.66   267.08   271.48   271.64 
198704  268.97   269.29   272.12   275.14   275.39 
198705  276.09   276.65   278.06   280.33   280.47 
198706  280.26   281.46   282.88   284.80   284.96 
198707  283.89   284.63   287.14   288.75   288.77 
198708  285.45   285.52   286.71   288.18   288.37 
198709  280.50   280.83   282.37   283.28   283.41 
198710  273.41   273.80   275.89   277.64   277.73 
198711  264.03   265.49   268.26   271.42   271.93 
198712  255.43   256.10   261.17   268.60   268.92 
198801  252.57   253.89   259.23   264.23   265.27 
198802  257.75   258.03   263.90   268.60   270.86 
198803  261.22   262.48   266.50   268.58   271.41 
198804  268.10   269.00   270.92   273.85   274.91 
198805  274.84   276.67   277.79   279.79   279.90 
198806  280.42   280.49   282.72   284.07   284.38 
198807  283.69   284.87   286.69   287.67   288.74 
198808  285.18   285.54   287.00   287.84   288.34 
198809  280.33   280.35   282.24   283.47   283.60 
198810  271.94   273.38   275.05   277.39   278.10 
198811  264.42   264.83   267.95   271.23   271.93 
198812  256.28   256.41   262.03   265.23   266.53 
198901  249.18   251.41   259.26   264.15   265.98 
198902  257.15   257.70   262.31   267.88   269.45 
198903  261.59   262.17   267.26   270.48   270.75 
198904  268.81   268.99   272.21   274.20   274.99 
198905  275.73   276.29   277.97   279.94   280.66 
198906  280.79   280.85   282.96   285.95   285.99 
198907  285.30   285.44   287.30   288.63   288.85 
198908  284.86   285.28   286.77   287.96   288.13 
198909  280.82   281.12   282.31   283.36   283.38 
198910  273.50   273.94   275.46   277.48   277.50 
198911  264.84   264.97   268.62   271.04   271.61 
198912  254.22   257.37   262.09   265.85   266.92 
199001  254.91   255.67   260.55   263.81   264.26 
199002  256.86   258.12   262.67   268.65   270.87 
199003  263.91   263.96   266.43   270.41   270.58 
199004  269.91   270.16   272.66   274.75   274.81 
199005  276.79   277.04   278.48   279.71   280.19 
199006  281.09   281.47   282.96   284.70   285.75 
199007  284.30   285.36   287.05   288.51   288.64 
199008  285.13   285.42   286.92   288.13   288.31 
199009  280.85   281.21   282.21   283.68   284.33 
199010  273.34   273.69   275.88   277.90   278.47 
199011  263.27   263.34   268.40   271.55   271.86 
199012  253.16   254.54   261.77   266.67   267.92 
199101  251.59   252.80   260.97   264.36   265.93 
199102  256.01   257.94   263.39   270.26   270.27 
199103  259.94   263.40   267.48   272.01   272.25 
199104  267.45   269.18   272.38   274.47   274.48 
199105  275.53   276.11   278.12   279.46   280.12 
199106  281.69   281.86   283.22   284.97   286.05 
199107  284.16   285.06   287.13   288.34   289.50 
199108  284.60   285.19   286.67   288.11   288.15 
199109  279.78   280.89   281.86   283.22   283.42 
199110  273.21   273.58   275.35   277.07   277.43 
199111  262.93   264.34   267.92   271.28   271.44 
199112  251.27   255.58   261.16   266.88   267.76 
199201  254.24   254.63   259.97   264.25   266.23 
199202  251.03   256.34   262.95   268.05   269.11 
199203  260.77   263.15   266.39   272.06   272.11 
199204  268.09   268.12   271.90   274.07   274.26 
199205  275.22   275.67   277.47   278.93   279.30 
199206  279.64   280.23   282.24   284.28   285.38 
199207  283.99   284.13   286.06   287.74   287.78 
199208  283.97   284.69   286.06   287.37   287.71 
199209  279.64   280.27   281.26   283.30   283.69 
199210  271.75   272.29   274.94   276.94   277.38 
199211  261.82   262.20   267.86   270.53   270.93 
199212  253.30   255.53   260.88   267.22   267.54 
199301  252.82   254.12   258.53   263.57   264.08 
199302  254.91   254.94   261.41   266.21   268.36 
199303  261.69   262.04   265.97   269.34   270.66 
199304  264.13   267.28   271.23   273.69   274.52 
199305  274.48   275.28   277.49   279.55   280.40 
199306  280.57   280.60   282.40   283.94   284.11 
199307  284.75   285.24   286.82   287.89   288.07 
199308  284.54   284.87   286.39   287.60   287.68 
199309  279.88   280.31   281.94   283.19   283.65 
199310  273.17   273.45   275.34   277.63   278.12 
199311  264.77   265.75   268.51   271.08   271.08 
199312  254.84   255.23   262.15   267.18   268.18 
199401  251.42   253.30   259.50   265.38   267.18 
199402  253.73   255.84   262.95   267.51   267.75 
199403  260.05   262.02   267.21   271.15   271.35 
199404  266.82   268.57   272.43   274.09   275.98 
199405  276.21   276.48   278.28   280.09   280.51 
199406  280.39   281.12   282.91   284.10   284.58 
199407  285.14   285.49   287.18   288.34   288.42 
199408  285.60   285.82   287.02   288.43   288.44 
199409  279.91   279.97   282.01   283.85   284.19 
199410  272.12   273.86   275.83   277.34   277.86 
199411  265.08   265.32   268.46   270.91   271.59 
199412  255.41   255.91   261.76   265.57   266.52 
199501  251.29   252.56   259.63   265.53   265.89 
199502  254.92   258.14   262.19   269.40   270.69 
199503  262.70   264.49   267.01   270.97   271.77 
199504  268.15   268.38   272.11   275.05   275.79 
199505  275.50   276.02   277.75   279.83   280.34 
199506  280.96   281.38   283.22   284.20   284.47 
199507  284.49   285.08   287.19   288.12   289.24 
199508  285.37   285.42   286.66   287.66   288.31 
199509  279.89   280.32   282.22   284.15   284.48 
199510  274.05   274.23   275.81   277.86   277.91 
199511  263.76   265.65   269.04   270.86   271.23 
199512  256.53   256.57   262.00   265.87   266.99 
199601  251.02   251.73   260.57   266.05   266.90 
199602  255.95   256.26   262.52   269.46   269.86 
199603  261.38   262.71   266.59   271.41   273.49 
199604  269.06   269.88   272.52   275.12   275.13 
199605  276.14   276.30   278.66   280.10   281.26 
199606  280.99   281.19   283.20   284.86   284.97 
199607  285.31   285.38   287.17   289.09   289.50 
199608  285.43   285.59   286.88   288.47   288.68 
199609  281.13   281.30   282.24   283.59   283.61 
199610  273.20   273.92   275.62   277.43   277.64 
199611  265.68   265.76   268.20   271.35   271.68 
199612  254.64   255.72   260.99   264.58   264.79 
199701  254.12   254.21   259.98   267.03   268.86 
199702  253.37   257.97   262.75   268.54   268.58 
199703  262.58   263.40   266.47   270.20   271.12 
199704  267.39   267.70   272.12   274.31   274.50 
199705  275.52   276.58   278.24   279.85   280.28 
199706  281.08   281.09   283.15   284.51   284.67 
199707  284.52   285.70   287.54   288.48   288.62 
199708  285.54   285.73   286.95   287.61   287.88 
199709  280.12   280.71   282.21   283.15   283.67 
199710  273.72   274.02   275.94   277.56   277.71 
199711  262.78   264.12   268.13   270.73   272.34 
199712  253.47   257.28   260.80   264.88   265.03 
199801  255.43   256.35   259.79   264.28   266.29 
199802  254.55   254.88   262.94   268.17   268.65 
199803  262.75   262.83   267.51   270.59   271.10 
199804  269.18   270.02   272.33   274.78   277.96 
199805  276.36   276.61   278.09   281.22   281.47 
199806  281.24   281.30   282.90   285.29   285.60 
199807  285.36   285.74   287.32   288.53   289.60 
199808  285.59   286.05   286.90   288.40   288.69 
199809  280.50   281.41   282.32   283.71   284.34 
199810  273.06   273.68   275.85   278.37   278.45 
199811  264.18   265.37   268.68   270.79   271.26 
199812  255.30   255.57   261.37   266.90   266.90 
199901  253.13   253.69   259.99   264.92   265.25 
199902  257.39   257.98   263.57   268.20   271.15 
199903  261.82   264.03   267.25   270.85   271.13 
199904  267.18   269.34   272.79   275.01   275.26 
199905  275.45   275.79   278.45   279.66   279.99 
199906  281.28   281.46   282.96   284.78   285.01 
199907  284.78   285.32   287.32   289.35   290.11 
199908  285.81   285.91   286.98   288.05   288.29 
199909  280.57   280.94   282.43   283.78   283.87 
199910  272.94   273.18   276.08   277.95   278.45 
199911  263.14   264.39   268.00   271.60   273.66 
199912  251.55   255.53   261.70   265.46   266.41 
200001  250.81   250.87   261.55   267.13   267.34 
200002  256.12   257.37   263.37   268.32   269.35 
200003  258.89   262.38   266.13   269.31   270.42 
200004  267.19   267.64   272.21   273.98   274.94 
200005  276.54   276.78   278.15   279.81   279.85 
200006  281.29   281.44   283.33   284.91   285.24 
200007  285.29   285.69   287.26   288.65   290.14 
200008  285.24   285.38   287.11   288.40   288.49 
200009  280.60   280.79   282.45   283.88   284.28 
200010  272.66   274.03   275.86   277.67   277.82 
200011  263.77   264.91   268.57   271.49   271.66 
200012  254.32   254.34   260.68   266.07   266.43 
200101  251.87   252.77   259.63   264.74   265.58 
200102  258.13   258.45   263.04   267.67   268.83 
200103  260.44   262.29   268.07   272.08   272.66 
200104  268.92   269.31   272.23   275.07   275.17 
200105  276.50   277.28   278.26   280.87   281.39 
200106  280.49   281.14   283.60   284.77   284.97 
200107  284.93   285.58   287.78   289.18   289.32 
200108  285.36   285.46   287.26   288.74   288.80 
200109  280.67   280.77   282.41   283.82   283.95 
200110  274.14   274.15   275.77   277.86   278.50 
200111  263.63   265.22   268.43   271.26   271.44 
200112  252.04   254.47   262.06   266.05   266.20 
200201  248.85   253.33   260.28   265.35   266.42 
200202  250.47   256.14   263.62   268.75   269.73 
200203  260.30   263.66   267.86   270.83   272.42 
200204  267.71   268.21   272.30   275.29   276.05 
200205  276.09   276.62   278.26   280.52   281.29 
200206  280.50   281.61   283.64   284.95   286.49 
200207  284.88   285.34   287.59   288.94   288.96 
200208  286.18   286.24   287.41   288.56   288.57 
200209  280.12   280.46   282.53   283.71   283.77 
200210  273.28   274.10   275.86   278.48   278.55 
200211  264.50   265.64   268.44   271.11   271.36 
200212  253.59   254.50   261.12   266.59   267.47 
200301  250.54   255.01   260.65   266.86   268.59 
200302  256.70   257.36   262.83   267.62   268.61 
200303  261.83   262.83   267.40   271.50   271.64 
200304  268.58   269.03   272.19   274.49   275.89 
200305  275.73   276.00   277.93   280.24   281.32 
200306  281.40   281.72   283.01   285.14   285.39 
200307  284.92   285.52   287.47   288.91   289.22 
200308  284.57   284.90   287.07   288.61   289.04 
200309  279.86   280.72   282.59   284.27   284.44 
200310  272.34   272.71   275.95   278.03   278.52 
200311  262.06   264.64   269.01   270.84   271.05 
200312  254.98   255.86   260.33   264.21   264.83 
200401  253.54   253.59   259.87   264.45   264.48 
200402  258.12   258.39   263.01   267.98   268.93 
200403  261.46   261.94   267.02   270.23   272.00 
200404  269.05   269.72   272.00   276.04   276.71 
200405  276.35   276.92   278.54   280.54   280.86 
200406  281.30   281.79   283.10   285.31   286.09 
200407  285.18   285.39   287.60   288.71   288.75 
200408  285.04   285.47   287.42   288.36   288.75 
200409  281.13   281.25   282.39   283.51   283.86 
200410  272.59   273.70   276.21   278.28   278.81 
200411  264.60   264.80   268.77   272.78   273.18 
200412  257.06   257.29   261.84   266.63   267.65 
200501  252.57   252.86   259.76   266.69   267.43 
200502  253.77   255.34   262.38   267.29   268.19 
200503  263.45   263.47   267.62   271.29   271.34 
200504  267.84   269.20   272.46   274.96   275.36 
200505  275.92   276.38   278.38   280.23   280.24 
200506  281.23   281.65   283.15   285.15   285.96 
200507  285.22   286.05   287.40   288.82   289.03 
200508  285.39   285.97   286.81   288.60   289.00 
200509  280.53   280.90   282.52   283.97   284.27 
200510  272.67   272.98   276.05   277.36   277.74 
200511  264.79   265.30   268.65   272.32   273.54 
200512  256.78   257.08   261.61   266.16   267.71 
200601  251.07   255.45   261.24   265.62   266.80 
200602  256.43   257.84   263.65   267.04   267.05 
200603  262.60   263.36   267.43   271.63   271.63 
200604  268.50   269.51   272.31   275.68   275.91 
200605  276.66   277.38   278.61   280.27   280.31 
200606  282.23   282.24   283.56   285.10   285.28 
200607  285.81   286.23   287.89   288.84   289.01 
200608  285.91   286.20   287.48   288.46   289.30 
200609  281.06   281.06   282.71   284.16   284.19 
200610  273.68   273.85   276.24   278.16   278.23 
200611  263.61   264.72   268.37   272.38   272.49 
200612  255.60   255.65   261.53   267.04   267.88 
200701  251.64   253.33   260.00   264.54   266.06 
200702  256.66   257.19   263.36   267.88   268.15 
200703  263.63   263.92   266.86   270.21   271.04 
200704  269.90   270.20   272.54   274.96   275.06 
200705  276.81   277.16   279.03   280.97   281.13 
200706  280.81   281.45   283.45   285.55   285.57 
200707  283.36   285.72   287.35   288.87   289.41 
200708  284.88   285.08   287.23   288.74   289.10 
200709  281.11   281.17   282.53   284.60   284.80 
200710  273.24   274.02   276.28   278.13   278.21 
200711  264.26   264.57   268.62   271.83   271.94 
200712  253.66   255.88   261.70   265.55   265.63 
200801  250.76   250.91   259.77   265.99   266.50 
200802  255.15   255.54   263.08   269.54   269.76 
200803  261.00   261.00   267.57   272.30   272.34 
200804  267.15   269.00   272.62   275.55   275.62 
200805  276.05   276.54   278.70   280.27   281.67 
200806  281.54   281.95   283.57   285.33   285.47 
200807  285.15   286.07   287.73   289.09   290.18 
200808  285.96   286.08   287.43   288.46   288.51 
200809  281.37   281.40   282.80   284.26   285.12 
200810  271.92   274.35   276.25   278.60   279.21 
200811  265.18   265.18   269.35   272.73   273.69 
200812  251.41   256.88   262.58   266.25   266.49 
200901  253.92   254.87   259.61   264.39   265.54 
200902  258.79   260.14   264.08   269.80   271.05 
200903  262.83   262.93   267.52   271.51   271.88 
200904  268.98   269.26   272.61   275.19   275.43 
200905  275.68   277.26   278.86   280.69   280.74 
200906  281.02   281.24   283.70   285.50   285.71 
200907  285.58   285.96   287.67   289.02   290.04 
200908  285.62   285.67   287.23   288.96   289.27 
200909  280.65   281.08   282.70   285.34   285.64 
200910  272.03   273.75   276.06   277.88   278.95 
200911  264.45   265.81   268.86   271.93   272.78 
200912  256.68   257.04   261.26   265.92   267.58 
201001  253.86   254.70   260.17   265.93   266.20 
201002  255.82   258.29   263.04   267.17   269.32 
201003  261.55   263.09   267.31   270.40   270.54 
201004  268.22   269.43   272.89   275.82   275.91 
201005  275.92   276.72   278.59   280.32   281.48 
201006  281.59   281.79   283.47   284.64   285.03 
201007  285.90   286.27   287.68   288.91   289.47 
201008  285.44   285.89   287.56   289.14   289.34 
201009  281.33   281.44   282.95   284.28   284.48 
201010  273.35   273.57   276.07   278.15   278.67 
201011  266.00   266.16   269.64   272.82   272.97 
201012  257.13   257.41   262.45   268.45   269.07 
201101  254.20   254.34   260.18   267.02   267.15 
201102  257.16   259.08   264.02   268.19   268.84 
201103  263.51   264.03   267.89   271.89   273.36 
201104  269.54   269.64   273.51   275.05   276.56 
201105  276.87   277.38   278.82   280.80   281.27 
201106  282.50   282.55   283.85   284.71   284.89 
201107  286.19   286.25   287.74   289.10   289.35 
201108  285.09   285.23   287.54   288.28   289.24 
201109  281.53   281.64   282.96   284.60   284.69 
201110  273.78   273.88   276.44   278.44   279.13 
201111  266.37   266.79   269.22   271.96   272.07 
201112  256.14   258.44   263.17   267.45   268.64 
201201  254.32   255.00   261.02   265.09   265.45 
201202  257.23   259.57   264.17   267.73   268.15 
201203  262.85   263.19   268.11   271.86   273.03 
201204  267.61   268.56   273.12   275.71   275.88 
201205  275.98   276.86   279.13   281.29   281.48 
201206  281.31   281.39   283.72   285.32   285.55 
201207  285.86   286.47   288.01   289.20   289.46 
201208  285.73   285.78   287.46   288.79   288.86 
201209  280.84   281.15   283.16   284.66   284.89 
201210  273.12   273.20   276.01   277.67   278.48 
201211  263.77   264.97   269.30   272.04   272.42 
201212  256.81   258.21   261.65   265.14   267.68 
201301  254.17   254.32   260.15   266.06   266.07 
201302  256.88   257.29   264.80   268.37   268.85 
201303  261.16   262.64   268.40   270.51   271.11 
201304  268.93   270.02   272.10   275.32   275.76 
201305  276.73   277.12   278.73   280.72   280.81 
201306  282.02   282.06   283.57   285.45   286.04 
201307  285.57   286.29   287.88   289.31   289.33 
201308  285.76   286.10   287.82   288.68   289.28 
201309  280.80   281.56   282.89   284.41   284.69 
201310  273.63   273.66   276.14   278.32   280.02 
201311  266.58   266.84   269.77   272.21   272.35 
201312  255.03   255.89   262.61   266.73   267.29 
201401  254.18   254.55   261.31   265.07   265.95 
201402  257.63   258.89   264.22   266.37   268.30 
201403  262.39   262.47   267.15   270.43   271.12 
201404  269.59   270.02   272.40   274.34   275.45 
201405  276.05   277.26   278.77   280.44   281.01 
201406  281.13   281.75   283.45   284.93   285.52 
201407  285.57   286.78   288.04   289.19   289.41 
201408  286.00   286.69   287.74   289.14   289.25 
201409  281.24   281.58   282.73   284.39   284.74 
201410  272.71   274.48   276.19   278.75   279.84 
201411  263.52   264.30   269.23   272.72   272.84 
201412  255.14   257.09   261.37   266.19   266.50 
201501  253.45   254.47   260.18   265.72   266.40 
201502  256.83   258.97   262.65   266.31   266.81 
201503  263.55   264.51   267.15   270.85   272.54 
201504  269.62   270.02   272.51   274.79   276.67 
201505  276.48   276.98   278.65   281.20   281.71 
201506  280.96   282.14   283.71   285.21   285.47 
201507  286.24   286.54   288.11   289.16   289.29 
201508  285.93   286.17   287.66   288.85   289.20 
201509  281.36   281.41   282.97   284.55   284.59 
201510  273.12   273.14   276.31   278.54   278.97 
201511  264.34   265.04   269.58   272.01   272.16 
201512  255.11   257.69   262.22   266.54   267.74 
201601  251.91   254.31   260.77   266.10   266.62 
201602  256.76   258.40   264.00   269.16   269.18 
201603  263.63   263.64   268.04   271.31   272.05 
201604  269.78   270.35   273.32   275.48   276.40 
201605  277.37   277.58   279.07   281.17   281.56 
201606  282.65   282.90   284.33   286.02   286.35 
201607  285.04   286.42   288.15   289.47   289.56 
201608  286.11   286.28   287.75   289.07   289.31 
201609  281.05   281.37   283.07   284.81   284.84 
201610  273.47   275.25   276.77   278.15   278.39 
201611  264.70   265.53   269.40   272.06   273.28 
