yearmoth  min	  5th	   med	    95th     max
192607  284.71   285.28   286.74   288.03   288.18 
192608  284.02   284.86   286.16   287.56   288.54 
192609  280.17   280.25   281.78   283.61   283.68 
192610  271.72   272.77   275.67   278.28   279.59 
192611  262.60   264.33   268.85   271.50   271.58 
192612  253.38   255.34   260.89   264.78   266.63 
192701  254.27   254.33   260.26   264.95   264.98 
192702  256.30   257.33   262.14   267.56   268.25 
192703  261.36   262.75   265.65   269.77   270.40 
192704  266.45   268.62   271.44   274.56   274.64 
192705  274.06   275.51   277.93   279.20   279.60 
192706  280.70   280.72   282.39   283.92   284.69 
192707  284.38   284.79   286.45   287.95   288.06 
192708  284.81   285.19   286.41   287.85   287.86 
192709  279.59   280.03   281.77   283.52   283.66 
192710  272.44   273.21   275.49   277.30   277.78 
192711  263.49   264.50   268.22   271.21   271.97 
192712  253.67   254.02   260.51   265.81   266.11 
192801  251.70   252.24   258.53   263.58   263.89 
192802  255.92   257.06   262.84   267.88   269.23 
192803  262.68   262.82   267.40   269.98   271.59 
192804  267.43   268.93   272.23   274.11   274.70 
192805  276.07   276.35   277.89   279.57   279.81 
192806  280.88   281.08   282.38   284.33   285.33 
192807  283.37   284.88   286.81   287.79   288.26 
192808  284.73   285.01   286.53   287.60   288.84 
192809  279.93   280.03   281.43   283.15   283.31 
192810  272.78   273.40   275.00   277.44   277.84 
192811  263.22   263.65   267.93   270.61   272.67 
192812  254.43   254.50   260.49   264.26   264.83 
192901  251.29   253.02   259.03   263.99   264.04 
192902  254.97   256.92   262.23   266.35   266.60 
192903  259.66   260.50   266.45   270.10   270.20 
192904  266.98   267.76   271.50   273.87   273.90 
192905  274.79   275.96   277.80   279.33   279.62 
192906  280.24   280.94   282.62   284.26   284.76 
192907  284.28   285.08   286.50   288.03   288.05 
192908  284.62   284.79   286.28   287.64   287.80 
192909  279.66   280.18   281.77   283.10   283.12 
192910  272.23   272.66   275.18   277.02   277.48 
192911  264.67   264.78   267.83   271.48   271.50 
192912  254.83   256.36   260.37   267.23   267.88 
193001  249.33   253.78   260.14   265.02   265.48 
193002  255.80   258.00   263.06   267.21   267.98 
193003  261.16   261.60   265.98   270.34   271.42 
193004  267.87   268.39   271.07   273.94   274.02 
193005  274.43   275.42   277.47   280.86   280.86 
193006  280.79   280.87   282.21   284.19   284.70 
193007  283.81   284.02   286.07   288.30   288.59 
193008  284.82   285.02   286.26   287.06   287.50 
193009  279.75   279.91   281.53   283.10   283.42 
193010  272.78   273.31   275.57   276.97   277.08 
193011  262.71   263.62   268.07   271.79   272.55 
193012  255.86   256.09   259.88   266.56   266.60 
193101  250.77   252.05   258.41   263.18   268.36 
193102  255.15   256.92   262.26   265.58   267.94 
193103  260.46   262.11   265.50   270.02   271.67 
193104  267.26   267.49   271.81   274.61   275.06 
193105  274.45   275.59   277.57   280.41   280.51 
193106  280.94   281.03   282.32   283.88   284.36 
193107  284.46   284.85   286.21   288.32   288.99 
193108  284.70   285.01   286.23   287.38   287.49 
193109  279.40   279.61   281.75   283.14   283.40 
193110  272.69   273.03   275.32   277.54   277.63 
193111  263.88   264.82   267.91   270.23   270.56 
193112  255.09   256.78   260.93   265.15   265.78 
193201  250.97   253.01   258.83   264.02   264.49 
193202  253.53   255.30   261.88   265.30   266.44 
193203  261.25   262.16   266.40   270.65   271.14 
193204  268.80   269.00   272.24   274.44   274.63 
193205  276.14   276.22   277.82   280.30   280.50 
193206  281.08   281.30   282.61   283.97   284.26 
193207  285.20   285.23   286.52   288.44   288.90 
193208  284.54   284.67   286.41   287.79   287.89 
193209  280.22   280.42   282.09   283.37   283.65 
193210  271.68   272.42   275.68   277.12   278.18 
193211  263.57   264.53   268.85   272.16   272.36 
193212  253.20   255.07   260.87   265.81   266.32 
193301  252.23   252.70   259.77   265.48   269.19 
193302  252.82   256.61   262.20   267.49   269.33 
193303  260.99   262.52   265.85   269.20   270.98 
193304  266.37   267.57   271.44   274.09   274.32 
193305  275.75   275.78   278.16   279.75   279.86 
193306  280.56   280.71   282.64   284.20   285.44 
193307  283.83   284.34   286.62   288.10   288.33 
193308  284.78   285.21   286.32   287.52   288.67 
193309  280.08   280.19   281.59   283.42   283.80 
193310  273.63   273.69   275.25   277.04   277.76 
193311  265.24   265.40   267.66   270.33   270.49 
193312  253.08   254.44   260.37   265.14   265.65 
193401  251.98   253.37   259.04   264.90   266.04 
193402  254.96   255.72   261.34   267.20   267.82 
193403  261.27   261.85   266.88   269.73   270.28 
193404  266.50   268.61   272.26   274.53   275.43 
193405  276.52   276.58   277.85   280.41   281.04 
193406  280.49   280.97   282.62   284.46   284.62 
193407  284.32   284.61   286.43   287.97   288.02 
193408  284.28   284.59   286.37   287.92   288.09 
193409  280.14   280.15   281.91   283.20   283.61 
193410  273.32   273.39   275.51   277.02   277.29 
193411  262.84   264.31   268.26   272.15   272.39 
193412  253.19   254.06   261.96   265.23   265.60 
193501  252.23   252.99   258.73   262.60   262.92 
193502  253.54   253.63   262.52   267.37   267.72 
193503  260.28   261.71   265.43   269.61   269.80 
193504  267.70   268.76   272.13   274.15   274.15 
193505  275.63   276.34   277.89   279.34   279.46 
193506  281.34   281.39   282.70   284.25   284.96 
193507  284.61   284.72   286.74   288.41   289.00 
193508  284.98   285.26   286.63   287.34   287.58 
193509  280.28   280.28   281.97   282.84   283.66 
193510  272.18   273.53   275.70   277.36   277.43 
193511  265.02   265.14   268.74   271.25   272.04 
193512  254.93   254.95   261.37   265.85   265.90 
193601  254.61   254.98   259.19   266.18   267.59 
193602  250.23   256.87   262.55   267.53   268.46 
193603  262.09   263.31   266.31   269.66   271.22 
193604  266.57   267.46   271.72   274.21   274.63 
193605  275.53   276.27   277.64   279.60   279.76 
193606  280.62   280.90   282.63   284.18   284.69 
193607  284.86   284.91   286.68   288.65   288.69 
193608  284.99   285.26   286.55   287.84   287.91 
193609  280.14   280.17   281.85   283.03   283.66 
193610  272.72   272.87   275.60   277.45   277.47 
193611  262.95   263.81   267.85   271.45   273.30 
193612  253.64   254.09   259.79   264.74   265.95 
193701  253.45   255.97   259.16   264.59   265.32 
193702  251.66   254.62   261.75   266.68   268.19 
193703  260.48   261.10   266.58   270.33   270.58 
193704  266.83   267.07   271.43   273.63   273.83 
193705  276.54   276.60   277.82   279.97   280.00 
193706  280.89   281.04   282.19   284.89   285.41 
193707  284.95   285.05   286.85   287.98   288.46 
193708  284.68   285.10   286.55   287.50   288.24 
193709  280.10   280.55   281.82   282.89   282.89 
193710  273.22   273.95   275.57   277.07   278.63 
193711  263.73   263.84   269.22   271.99   272.84 
193712  254.45   256.62   261.86   265.45   266.93 
193801  248.87   249.85   257.43   264.09   266.21 
193802  255.50   255.56   261.64   265.80   266.53 
193803  263.37   263.47   265.47   269.03   269.80 
193804  268.49   268.64   271.44   274.17   275.82 
193805  275.40   275.85   277.68   279.78   279.93 
193806  280.68   280.97   282.31   284.02   284.51 
193807  284.30   284.39   286.76   288.02   288.67 
193808  285.25   285.38   286.46   288.11   288.70 
193809  280.07   280.25   281.93   283.44   283.97 
193810  273.09   273.23   275.86   277.89   277.98 
193811  265.20   265.57   267.97   270.57   270.57 
193812  255.09   256.75   260.21   264.53   266.43 
193901  251.07   251.24   258.11   265.78   267.39 
193902  255.24   257.43   261.92   265.66   266.28 
193903  260.95   261.33   266.57   271.21   271.43 
193904  269.41   269.93   271.76   274.23   274.34 
193905  276.16   276.34   277.91   279.48   280.12 
193906  279.80   280.89   282.40   284.07   284.07 
193907  284.61   284.69   286.68   287.94   288.24 
193908  284.86   284.98   286.37   287.49   288.08 
193909  279.48   279.63   281.77   282.97   283.34 
193910  272.27   272.37   275.42   277.70   278.51 
193911  265.75   266.13   268.61   270.90   270.91 
193912  256.25   256.35   261.05   266.72   267.13 
194001  252.23   253.12   258.65   265.51   265.81 
194002  254.45   254.62   263.00   267.81   270.08 
194003  261.12   261.96   266.67   270.62   270.98 
194004  268.60   268.70   271.27   273.44   273.46 
194005  276.21   276.31   277.86   279.26   279.31 
194006  279.68   280.20   282.38   284.78   285.35 
194007  284.97   285.13   286.68   288.52   288.58 
194008  285.34   285.36   286.49   287.45   287.76 
194009  279.80   280.46   281.87   283.48   283.80 
194010  271.84   273.43   275.38   277.74   277.92 
194011  264.97   265.12   268.17   271.40   271.65 
194012  251.90   251.99   260.19   265.01   265.25 
194101  249.12   252.57   258.96   263.26   264.85 
194102  256.07   256.22   262.12   266.06   267.22 
194103  261.71   262.53   266.80   269.07   269.42 
194104  268.23   268.76   271.78   274.84   275.71 
194105  275.30   275.77   277.68   279.66   279.67 
194106  280.56   280.76   282.60   284.50   284.88 
194107  284.10   284.49   286.66   288.21   288.26 
194108  285.00   285.09   286.57   287.58   288.24 
194109  280.50   280.82   281.97   283.56   284.08 
194110  272.96   273.21   275.33   277.89   278.07 
194111  263.50   264.06   267.68   271.34   272.73 
194112  253.90   256.83   260.34   265.90   266.60 
194201  250.66   252.51   257.59   263.98   265.17 
194202  253.53   255.27   261.54   266.80   267.45 
194203  261.46   263.10   267.04   269.97   271.70 
194204  268.26   268.34   271.94   274.46   275.01 
194205  275.69   276.51   277.90   279.61   279.99 
194206  281.24   281.35   282.79   284.65   284.76 
194207  285.65   285.71   286.82   288.02   288.13 
194208  284.58   285.06   286.53   287.64   287.65 
194209  279.69   279.78   281.99   283.26   284.25 
194210  273.28   273.54   275.29   277.50   277.65 
194211  263.87   264.30   268.70   270.83   271.40 
194212  253.67   254.27   260.88   265.23   266.37 
194301  254.44   255.16   258.59   264.81   266.37 
194302  255.65   256.79   262.36   267.34   268.50 
194303  259.75   261.26   266.46   269.43   269.52 
194304  267.28   267.97   271.47   273.75   273.77 
194305  276.36   276.46   278.08   279.78   280.89 
194306  281.15   281.19   282.70   284.23   284.38 
194307  284.38   284.62   286.42   288.10   288.42 
194308  284.40   284.69   286.51   287.47   288.16 
194309  280.30   280.39   282.01   283.47   284.57 
194310  272.53   273.30   275.12   277.82   278.49 
194311  264.96   265.13   268.41   270.17   270.35 
194312  254.19   254.37   259.93   265.38   267.58 
194401  250.60   253.67   258.79   266.04   266.49 
194402  256.26   256.30   262.62   266.92   268.18 
194403  262.53   262.60   266.86   270.55   271.00 
194404  267.08   268.45   272.23   274.51   274.71 
194405  274.68   275.37   277.29   279.59   279.69 
194406  280.64   280.81   282.53   284.89   285.47 
194407  283.95   284.63   286.71   287.94   288.47 
194408  284.82   285.01   286.59   288.09   288.29 
194409  280.51   280.53   281.95   283.49   284.94 
194410  273.71   273.82   275.81   277.54   277.56 
194411  262.13   263.00   267.69   271.41   271.53 
194412  253.39   254.22   260.18   264.68   265.83 
194501  250.07   251.95   258.33   263.70   265.91 
194502  253.34   253.74   262.54   267.54   268.09 
194503  257.38   261.03   265.97   270.76   271.34 
194504  268.09   268.84   271.97   274.60   274.85 
194505  274.18   275.77   278.20   279.83   279.87 
194506  281.26   281.43   282.30   283.90   284.15 
194507  283.61   284.23   286.64   288.37   289.06 
194508  284.87   285.32   286.81   287.82   287.84 
194509  279.55   279.98   281.76   283.00   283.73 
194510  272.87   272.95   275.17   277.77   277.87 
194511  262.48   262.97   268.05   270.71   270.73 
194512  254.64   254.75   260.55   266.00   266.24 
194601  249.71   252.10   259.65   263.72   263.84 
194602  254.77   255.55   262.98   268.04   268.80 
194603  260.80   262.59   266.44   270.11   271.49 
194604  268.24   268.62   271.97   274.60   274.85 
194605  276.42   276.57   277.72   279.88   280.16 
194606  280.69   280.75   282.93   284.34   284.67 
194607  285.05   285.18   286.76   288.31   289.12 
194608  284.67   284.70   286.66   287.79   287.90 
194609  280.11   280.14   281.73   283.28   283.67 
194610  273.08   273.64   275.43   277.60   277.94 
194611  264.54   264.85   268.64   271.42   271.97 
194612  252.18   253.19   261.09   265.08   266.49 
194701  249.94   253.12   258.49   267.37   267.52 
194702  255.25   256.54   261.86   266.89   267.35 
194703  259.93   262.19   266.54   270.29   271.37 
194704  267.57   267.80   271.94   274.28   274.77 
194705  275.59   276.23   278.07   279.68   280.02 
194706  280.87   280.97   282.81   283.81   284.14 
194707  284.33   285.33   286.79   288.44   288.83 
194708  285.14   285.58   286.61   287.74   288.39 
194709  280.08   280.20   281.93   283.93   284.38 
194710  272.68   272.85   275.22   277.09   277.68 
194711  264.54   265.43   268.30   271.82   271.92 
194712  254.84   255.88   260.66   267.71   267.72 
194801  251.52   251.90   259.58   264.35   264.70 
194802  257.06   257.14   261.83   268.71   269.77 
194803  259.83   263.17   266.78   270.37   271.87 
194804  264.59   268.36   272.11   274.62   275.07 
194805  275.53   275.84   278.16   280.78   280.94 
194806  280.89   281.12   282.79   284.87   285.26 
194807  284.65   284.96   286.70   288.19   288.59 
194808  283.85   284.40   286.69   287.72   287.91 
194809  280.38   280.51   281.64   283.70   283.71 
194810  273.15   273.67   275.14   277.84   277.96 
194811  264.33   265.44   268.71   271.79   271.86 
194812  254.45   255.69   260.99   266.40   266.82 
194901  251.93   252.65   259.62   264.90   265.84 
194902  255.14   255.25   261.74   268.15   270.29 
194903  261.31   261.40   266.04   271.36   272.03 
194904  267.03   268.29   272.08   274.87   274.93 
194905  275.55   275.83   277.90   280.13   280.57 
194906  280.53   280.55   282.48   284.35   284.60 
194907  284.92   284.93   286.56   288.20   288.58 
194908  285.17   285.35   286.62   287.95   287.99 
194909  280.45   280.92   282.09   283.59   283.73 
194910  272.67   272.89   275.15   277.77   278.24 
194911  262.68   264.52   268.89   271.12   271.89 
194912  256.84   257.04   261.65   267.08   267.63 
195001  248.72   254.03   260.68   263.95   266.21 
195002  255.78   257.43   262.67   267.36   268.03 
195003  259.81   260.80   266.65   270.81   272.61 
195004  267.07   267.52   271.57   274.65   274.67 
195005  275.59   275.74   277.63   280.16   280.62 
195006  280.75   281.26   282.97   284.37   285.07 
195007  284.74   285.12   286.71   288.65   288.84 
195008  284.82   285.21   286.52   288.03   288.15 
195009  279.95   280.31   282.06   283.84   283.90 
195010  270.98   272.84   275.83   277.51   278.05 
195011  263.47   263.58   268.61   271.13   271.39 
195012  256.83   256.87   261.11   265.04   268.07 
195101  253.30   253.49   258.89   264.04   264.57 
195102  256.87   256.88   263.55   265.75   266.92 
195103  261.85   261.97   266.86   270.34   271.59 
195104  268.02   268.45   271.78   275.12   275.98 
195105  275.36   275.56   277.80   280.07   280.12 
195106  280.16   280.26   282.57   284.34   285.33 
195107  284.71   284.84   286.90   288.56   288.58 
195108  285.18   285.57   286.55   288.05   288.21 
195109  280.50   280.93   281.95   283.49   283.51 
195110  272.83   273.29   275.62   277.37   277.87 
195111  263.69   263.98   267.85   272.02   272.20 
195112  256.03   257.08   260.81   266.75   268.29 
195201  253.04   253.55   258.67   263.20   265.14 
195202  252.89   253.28   261.48   265.33   266.76 
195203  256.80   259.96   266.08   269.75   269.81 
195204  267.04   267.49   271.28   274.74   274.90 
195205  275.75   275.82   277.93   279.40   279.45 
195206  280.68   281.03   282.37   284.45   284.49 
195207  284.15   284.44   286.71   288.08   288.18 
195208  284.33   285.08   286.41   287.75   287.76 
195209  279.63   280.29   281.84   283.27   283.64 
195210  272.06   272.51   275.33   277.61   277.92 
195211  264.00   264.06   267.66   271.56   271.68 
195212  254.27   254.49   260.97   265.95   265.96 
195301  249.35   253.80   259.28   264.36   265.69 
195302  256.09   256.86   261.53   267.52   267.91 
195303  261.02   262.10   266.75   269.53   269.85 
195304  266.29   267.71   271.38   274.08   274.43 
195305  275.08   275.74   277.99   279.86   280.16 
195306  281.13   281.59   282.71   284.47   285.14 
195307  285.01   285.38   286.67   288.13   288.23 
195308  284.66   284.68   286.83   288.42   288.72 
195309  278.69   279.68   281.87   283.58   283.75 
195310  272.75   273.71   275.20   277.36   277.74 
195311  262.12   263.53   267.31   271.91   271.98 
195312  252.71   253.59   260.81   265.60   266.32 
195401  253.70   254.44   260.60   266.30   266.84 
195402  253.03   255.89   263.59   267.71   267.93 
195403  262.10   263.26   267.72   271.60   272.90 
195404  268.15   268.61   271.79   274.23   274.48 
195405  275.45   275.52   277.65   279.75   279.93 
195406  280.92   281.27   282.52   283.79   283.92 
195407  284.47   284.85   286.46   287.79   288.26 
195408  284.63   284.83   286.43   287.37   287.38 
195409  280.09   280.13   281.53   283.00   284.01 
195410  273.13   273.37   275.53   277.89   278.14 
195411  264.65   264.67   267.45   271.90   272.15 
195412  253.93   254.09   259.54   265.55   267.44 
195501  250.98   254.36   258.97   264.14   267.12 
195502  254.68   257.25   261.73   266.36   266.43 
195503  260.08   261.11   266.54   269.20   269.85 
195504  267.33   267.63   271.88   274.14   275.73 
195505  275.25   275.32   277.32   280.64   280.72 
195506  279.60   280.74   282.51   284.44   285.19 
195507  284.46   284.66   286.42   288.06   288.86 
195508  283.94   284.44   286.63   287.60   287.75 
195509  279.96   280.22   281.93   283.29   283.44 
195510  273.00   273.23   274.86   277.20   278.05 
195511  264.44   265.11   268.26   271.24   272.55 
195512  253.21   255.94   261.85   265.85   267.01 
195601  252.83   255.50   260.03   263.50   265.33 
195602  253.54   255.79   260.94   267.07   268.29 
195603  261.43   261.55   266.27   269.42   269.86 
195604  266.49   268.65   271.29   273.23   275.19 
195605  274.79   275.35   277.91   279.82   279.97 
195606  280.94   280.96   282.23   284.18   284.65 
195607  284.23   284.42   286.41   288.39   289.35 
195608  284.85   284.92   286.27   287.98   288.10 
195609  279.39   279.74   281.76   283.06   283.09 
195610  273.49   273.89   275.41   277.79   278.33 
195611  261.59   265.26   268.04   270.89   271.41 
195612  253.81   256.04   260.34   264.52   266.18 
195701  251.49   253.00   260.38   265.41   265.58 
195702  254.53   255.29   261.97   267.51   268.64 
195703  259.53   259.81   266.21   269.34   270.83 
195704  269.46   269.64   272.07   274.11   274.18 
195705  276.11   276.33   278.17   279.73   280.72 
195706  279.84   280.80   282.71   284.18   284.43 
195707  284.86   285.25   286.43   287.71   287.86 
195708  284.60   285.05   286.51   288.12   288.18 
195709  280.04   280.79   281.70   283.07   283.64 
195710  272.07   273.98   275.51   277.08   277.29 
195711  263.88   264.08   268.61   271.04   271.16 
195712  253.71   254.50   261.34   263.87   266.73 
195801  252.49   253.44   258.44   266.00   266.59 
195802  255.74   256.07   261.62   268.17   269.83 
195803  258.96   262.21   265.51   270.28   271.36 
195804  268.06   268.31   271.31   274.68   275.27 
195805  274.62   274.64   277.86   279.22   280.15 
195806  280.68   280.99   282.32   284.41   284.54 
195807  284.61   285.00   286.77   288.01   288.64 
195808  284.29   284.75   286.42   287.52   287.91 
195809  280.07   280.85   281.72   283.37   283.63 
195810  273.05   273.15   275.68   276.79   278.09 
195811  262.51   263.11   267.52   270.66   271.44 
195812  251.95   254.26   261.32   264.96   265.66 
195901  252.59   253.32   259.13   265.07   265.80 
195902  255.03   255.26   261.38   266.99   267.71 
195903  259.31   261.16   266.11   270.24   270.39 
195904  266.43   267.32   271.03   273.67   273.71 
195905  275.58   276.49   277.92   279.45   280.00 
195906  280.70   280.74   282.85   284.18   284.57 
195907  284.43   284.45   286.80   288.01   288.24 
195908  284.79   284.96   286.52   288.29   288.41 
195909  280.27   280.42   281.79   283.33   283.42 
195910  273.22   273.61   275.62   277.56   277.66 
195911  260.73   261.24   268.25   270.91   271.31 
195912  255.68   256.09   260.87   264.21   267.02 
196001  249.90   251.07   259.25   263.58   264.11 
196002  255.39   257.28   262.17   267.84   268.12 
196003  259.92   261.91   266.82   269.71   270.04 
196004  268.28   268.55   272.08   275.47   276.21 
196005  275.81   275.96   277.49   279.48   279.50 
196006  280.36   280.51   282.68   284.14   284.26 
196007  283.82   284.59   286.68   288.36   288.40 
196008  284.65   284.73   286.31   287.56   287.72 
196009  279.15   280.40   281.63   282.92   283.54 
196010  273.28   273.32   275.68   277.03   277.24 
196011  264.66   265.68   268.41   270.52   271.04 
196012  251.14   256.00   260.99   264.37   265.02 
196101  249.48   250.72   259.10   263.67   264.63 
196102  255.18   256.43   262.44   265.98   267.36 
196103  260.72   262.59   265.77   270.25   271.70 
196104  268.10   268.40   271.63   274.51   274.67 
196105  275.54   275.63   278.01   280.34   280.38 
196106  280.73   280.95   282.71   284.70   285.11 
196107  284.91   285.23   286.79   288.06   288.77 
196108  285.27   285.37   286.41   287.57   288.02 
196109  280.27   280.31   281.86   282.62   283.13 
196110  272.60   273.30   275.24   277.96   278.38 
196111  262.32   264.46   269.02   270.81   272.41 
196112  253.39   255.71   261.34   264.88   265.27 
196201  251.60   251.78   258.78   263.76   265.78 
196202  251.26   257.07   262.51   267.88   269.02 
196203  261.53   261.94   266.72   270.85   271.29 
196204  266.11   267.83   272.12   273.99   274.74 
196205  275.71   276.07   277.83   279.67   280.54 
196206  281.01   281.03   282.76   284.35   284.72 
196207  283.52   284.92   286.44   288.33   288.71 
196208  285.14   285.23   286.52   288.17   288.26 
196209  280.22   280.63   282.02   283.71   284.05 
196210  273.27   273.43   275.50   277.99   278.38 
196211  263.25   265.33   268.90   271.48   271.62 
196212  254.43   255.96   260.81   265.43   265.48 
196301  252.80   254.17   258.93   264.89   265.41 
196302  253.38   256.25   261.94   266.06   266.49 
196303  261.51   264.27   266.70   269.25   269.87 
196304  266.80   268.35   271.39   274.75   275.04 
196305  275.14   275.98   277.96   279.84   280.26 
196306  280.43   280.45   282.68   284.22   284.24 
196307  284.01   284.80   286.38   287.71   288.13 
196308  285.02   285.08   286.11   287.40   287.64 
196309  279.83   279.84   281.34   282.54   282.80 
196310  272.96   273.08   275.10   276.52   276.82 
196311  260.98   261.18   267.97   271.20   271.39 
196312  250.85   253.44   259.47   263.89   264.46 
196401  251.38   252.16   258.66   264.36   264.48 
196402  254.62   254.79   261.33   265.73   268.00 
196403  260.58   262.13   265.46   270.03   270.22 
196404  266.39   267.05   271.02   273.55   273.86 
196405  274.46   275.50   277.35   278.95   278.96 
196406  280.38   280.49   282.07   283.96   284.12 
196407  284.24   284.29   285.92   287.11   287.45 
196408  283.64   284.07   285.84   286.92   287.15 
196409  279.48   279.88   281.43   283.43   283.57 
196410  272.66   272.66   275.08   277.28   277.73 
196411  264.02   264.84   268.11   271.33   272.08 
196412  255.10   255.37   260.43   264.26   264.33 
196501  252.45   253.01   258.39   263.36   264.68 
196502  256.49   256.91   262.64   267.07   267.45 
196503  261.08   261.44   265.22   269.98   270.24 
196504  267.92   268.04   270.76   273.14   274.50 
196505  274.87   275.04   277.69   279.16   279.91 
196506  279.76   280.37   282.08   283.06   283.13 
196507  283.79   284.26   286.13   287.30   287.50 
196508  284.44   284.58   286.18   287.39   287.39 
196509  279.66   279.70   281.32   282.60   282.72 
196510  272.62   272.66   274.54   277.44   277.83 
196511  262.31   264.31   268.04   271.22   271.31 
196512  254.85   255.34   260.57   264.36   264.83 
196601  249.79   251.26   257.48   263.46   263.56 
196602  252.81   253.14   260.90   266.07   268.33 
196603  259.68   260.95   265.97   268.52   270.37 
196604  266.89   267.83   270.60   273.90   274.41 
196605  275.30   275.35   277.49   279.06   279.12 
196606  280.36   280.36   282.45   284.27   284.99 
196607  284.18   284.66   286.55   287.91   289.07 
196608  283.86   284.00   286.28   287.37   287.65 
196609  280.13   280.22   281.17   282.98   283.05 
196610  272.14   272.94   275.53   276.99   277.82 
196611  263.56   264.62   268.75   270.54   271.33 
196612  255.52   256.48   260.57   268.74   269.51 
196701  250.81   253.84   260.79   265.58   268.07 
196702  252.46   257.14   261.91   267.43   269.11 
196703  258.75   261.44   266.44   271.06   271.06 
196704  267.72   268.93   271.45   274.10   274.51 
196705  275.29   275.43   277.42   279.50   279.81 
196706  280.57   280.62   282.32   284.45   285.03 
196707  283.55   284.31   286.30   287.56   287.93 
196708  284.99   285.08   286.21   287.34   287.47 
196709  280.06   280.09   281.70   282.94   283.43 
196710  272.04   272.28   275.26   276.90   277.61 
196711  264.56   265.13   268.27   271.91   271.98 
196712  256.16   256.48   260.30   264.92   268.01 
196801  250.79   254.14   259.41   264.25   267.10 
196802  255.57   255.62   262.10   268.72   268.77 
196803  260.09   264.06   266.93   270.32   272.64 
196804  266.40   269.45   272.00   274.16   275.10 
196805  273.99   275.57   278.04   279.86   280.16 
